	gid	gname	Strata	Module	ModuleDesc
16380	PL15134	acdh	Eumetazoa	pink	gut_bodywall
16381	PL15166	fem1b-1	Eumetazoa	pink	gut_bodywall
16382	PL15176	pol4-27	Eumetazoa	pink	gut_bodywall
16383	PL15177	cbpa2-1	Eumetazoa	pink	gut_bodywall
16384	PL15240	s14l2-3	Eumetazoa	pink	gut_bodywall
16385	PL15241	rtjk-90	Eumetazoa	pink	gut_bodywall
16386	PL15269	s17a5-10	Eumetazoa	pink	gut_bodywall
16387	PL15270	nod2-8	Eumetazoa	pink	gut_bodywall
16388	PL15273	unchar-13801	Echinoidea	pink	gut_bodywall
16389	PL15291	unchar-21118	Parliv	pink	gut_bodywall
16390	PL15295	ptgr1-3	Eumetazoa	pink	gut_bodywall
16391	PL15297	unchar-21123	Deuterostomia	pink	gut_bodywall
16392	PL15321	unchar-5953	Bilateria	pink	gut_bodywall
16393	PL15332	tlr3-20	Eumetazoa	pink	gut_bodywall
16394	PL15359	rgn-1	Eumetazoa	pink	gut_bodywall
16395	PL15370	unchar-2395	Eumetazoa	pink	gut_bodywall
16396	PL15422	rtbs-78	Eumetazoa	pink	gut_bodywall
16397	PL15426	abcc9l	Eumetazoa	pink	gut_bodywall
16398	PL15447	anr44-9	Eumetazoa	pink	gut_bodywall
16399	PL15448	unchar-4957	Eumetazoa	pink	gut_bodywall
16400	PL15467	harb1-24	Eumetazoa	pink	gut_bodywall
16401	PL15472	unchar-13987	Parliv	pink	gut_bodywall
16402	PL15499	cad23	Parliv	pink	gut_bodywall
16403	PL15517	unchar-6286	Echinoidea	pink	gut_bodywall
16404	PL15521	-	Echinoidea	pink	gut_bodywall
16405	PL15538	unchar-12547	Eumetazoa	pink	gut_bodywall
16406	PL15567	unchar-16222	Eumetazoa	pink	gut_bodywall
16407	PL15590	anr44-14	Eumetazoa	pink	gut_bodywall
16408	PL15596	unchar-7177	Parliv	pink	gut_bodywall
16409	PL15600	unchar-2591	Eumetazoa	pink	gut_bodywall
16410	PL15611	unchar-17988	Bilateria	pink	gut_bodywall
16411	PL15613	unchar-17990	Echinodermata	pink	gut_bodywall
16412	PL15628	unchar-8908	Echinoidea	pink	gut_bodywall
16413	PL15654	pol4-30	Eumetazoa	pink	gut_bodywall
16414	PL15657	pol2-12	Bilateria	pink	gut_bodywall
16415	PL15659	unchar-6154	Eumetazoa	pink	gut_bodywall
16416	PL15664	unchar-21602	Parliv	pink	gut_bodywall
16417	PL15666	-	Eumetazoa	pink	gut_bodywall
16418	PL15697	rgn-2	Eumetazoa	pink	gut_bodywall
16419	PL15734	anr50-15	Eumetazoa	pink	gut_bodywall
16420	PL15791	unchar-18345	Parliv	pink	gut_bodywall
16421	PL15796	unchar-12673	Ambulacraria	pink	gut_bodywall
16422	PL15801	kv06	Ambulacraria	pink	gut_bodywall
16423	PL15855	unchar-15561	Eumetazoa	pink	gut_bodywall
16424	PL15869	unchar-18368	Eumetazoa	pink	gut_bodywall
16425	PL15871	unchar-9304	Ambulacraria	pink	gut_bodywall
16426	PL15875	nlrc5-17	Eumetazoa	pink	gut_bodywall
16427	PL15890	-	Bilateria	pink	gut_bodywall
16428	PL15893	-	Bilateria	pink	gut_bodywall
16429	PL15897	-	Bilateria	pink	gut_bodywall
16430	PL15900	unchar-19561	Bilateria	pink	gut_bodywall
16431	PL15907	unchar-19566	Bilateria	pink	gut_bodywall
16432	PL15931	unchar-10427	Bilateria	pink	gut_bodywall
16433	PL15938	unchar-10433	Bilateria	pink	gut_bodywall
16434	PL15940	unchar-6870	Parliv	pink	gut_bodywall
16435	PL15941	unchar-6871	Bilateria	pink	gut_bodywall
16436	PL15943	unchar-6873	Bilateria	pink	gut_bodywall
16437	PL15953	-	Bilateria	pink	gut_bodywall
16438	PL15959	unchar-15914	Bilateria	pink	gut_bodywall
16439	PL15986	samh1-4	Eumetazoa	pink	gut_bodywall
16440	PL16003	unchar-979	Eumetazoa	pink	gut_bodywall
16441	PL16006	pol3-6	Eumetazoa	pink	gut_bodywall
16442	PL16019	unchar-9956	Eumetazoa	pink	gut_bodywall
16443	PL16024	unchar-7233	Echinoidea	pink	gut_bodywall
16444	PL16025	unchar-7234	Deuterostomia	pink	gut_bodywall
16445	PL16028	unchar-7230	Eumetazoa	pink	gut_bodywall
16446	PL16040	unchar-13515	Eumetazoa	pink	gut_bodywall
16447	PL16045	unchar-13517	Eumetazoa	pink	gut_bodywall
16448	PL16052	-	Eumetazoa	pink	gut_bodywall
16449	PL16055	bdh2-2	Eumetazoa	pink	gut_bodywall
16450	PL16071	anr44-7	Eumetazoa	pink	gut_bodywall
16451	PL16078	slc16a2	Eumetazoa	pink	gut_bodywall
16452	PL16083	unchar-1767	Parliv	pink	gut_bodywall
16453	PL16087	unchar-1764	Echinodermata	pink	gut_bodywall
16454	PL16090	unchar-10781	Eumetazoa	pink	gut_bodywall
16455	PL16099	methsynthii	Eumetazoa	pink	gut_bodywall
16456	PL16117	unchar-12095	Eumetazoa	pink	gut_bodywall
16457	PL16118	5ht1f-2	Eumetazoa	pink	gut_bodywall
16458	PL16121	bdh-1	Eumetazoa	pink	gut_bodywall
16459	PL16144	unchar-8606	Eumetazoa	pink	gut_bodywall
16460	PL16151	sywm	Eumetazoa	pink	gut_bodywall
16461	PL16162	unchar-2276	Parliv	pink	gut_bodywall
16462	PL16163	unchar-2275	Eumetazoa	pink	gut_bodywall
16463	PL16177	naalad2l_12	Eumetazoa	pink	gut_bodywall
16464	PL16184	unchar-20439	Deuterostomia	pink	gut_bodywall
16465	PL16191	5ht1f-1	Eumetazoa	pink	gut_bodywall
16466	PL16192	bhmt1-2	Bilateria	pink	gut_bodywall
16467	PL16201	slc22a13-1	Eumetazoa	pink	gut_bodywall
16468	PL16202	rt4	Eumetazoa	pink	gut_bodywall
16469	PL16214	unchar-22912	Parliv	pink	gut_bodywall
16470	PL16223	unchar-7399	Eumetazoa	pink	gut_bodywall
16471	PL16226	gal-2	Eumetazoa	pink	gut_bodywall
16472	PL16268	gsta4-2	Eumetazoa	pink	gut_bodywall
16473	PL16272	unchar-4661	Parliv	pink	gut_bodywall
16474	PL16283	unchar-12831	Parliv	pink	gut_bodywall
16475	PL16287	unchar-12828	Parliv	pink	gut_bodywall
16476	PL16292	unchar-21965	Parliv	pink	gut_bodywall
16477	PL16293	unchar-21964	Bilateria	pink	gut_bodywall
16478	PL16334	rtbs-25	Eumetazoa	pink	gut_bodywall
16479	PL16364	unchar-12278	Parliv	pink	gut_bodywall
16480	PL16375	-	Parliv	pink	gut_bodywall
16481	PL16378	mot10	Eumetazoa	pink	gut_bodywall
16482	PL16381	unchar-5358	Eumetazoa	pink	gut_bodywall
16483	PL16401	unchar-6493	Ambulacraria	pink	gut_bodywall
16484	PL16412	unchar-20883	Echinoidea	pink	gut_bodywall
16485	PL16419	unchar-15547	Parliv	pink	gut_bodywall
16486	PL16432	ttrspn-3	Eumetazoa	pink	gut_bodywall
16487	PL16445	-	Parliv	pink	gut_bodywall
16488	PL16457	unchar-2877	Echinoidea	pink	gut_bodywall
16489	PL16473	-	Eumetazoa	pink	gut_bodywall
16490	PL16479	unchar-9259	Parliv	pink	gut_bodywall
16491	PL16489	harb1-12	Eumetazoa	pink	gut_bodywall
16492	PL16503	unchar-23624	Eumetazoa	pink	gut_bodywall
16493	PL16515	nsdhl-4	Eumetazoa	pink	gut_bodywall
16494	PL16516	bhmt2-1	Bilateria	pink	gut_bodywall
16495	PL16520	athl1-2	Eumetazoa	pink	gut_bodywall
16496	PL16523	pol4-68	Eumetazoa	pink	gut_bodywall
16497	PL16528	nlrc5-37	Eumetazoa	pink	gut_bodywall
16498	PL16530	unchar-8082	Deuterostomia	pink	gut_bodywall
16499	PL16534	drd3	Eumetazoa	pink	gut_bodywall
16500	PL16541	unchar-11585	Parliv	pink	gut_bodywall
16501	PL16561	unchar-5332	Parliv	pink	gut_bodywall
16502	PL16565	bhmt1-1	Bilateria	pink	gut_bodywall
16503	PL16574	rtbs-124	Eumetazoa	pink	gut_bodywall
16504	PL16577	bhmt-4	Bilateria	pink	gut_bodywall
16505	PL16587	opsd1-16	Eumetazoa	pink	gut_bodywall
16506	PL16592	unchar-13489	Parliv	pink	gut_bodywall
16507	PL16639	blvrb-3	Eumetazoa	pink	gut_bodywall
16508	PL16644	octl-1	Eumetazoa	pink	gut_bodywall
16509	PL16664	unchar-21452	Eumetazoa	pink	gut_bodywall
16510	PL16665	unchar-21453	Parliv	pink	gut_bodywall
16511	PL16681	cd63-4	Eumetazoa	pink	gut_bodywall
16512	PL16698	-	Parliv	pink	gut_bodywall
16513	PL16699	unchar-1469	Bilateria	pink	gut_bodywall
16514	PL16728	orct-7	Eumetazoa	pink	gut_bodywall
16515	PL16749	bhmt2-3	Bilateria	pink	gut_bodywall
16516	PL16751	orct-6	Eumetazoa	pink	gut_bodywall
16517	PL16759	unchar-11075	Eumetazoa	pink	gut_bodywall
16518	PL16783	kctd6-7	Eumetazoa	pink	gut_bodywall
16519	PL16807	unchar-19042	Bilateria	pink	gut_bodywall
16520	PL16832	gsta4-4	Bilateria	pink	gut_bodywall
16521	PL16849	-	Bilateria	pink	gut_bodywall
16522	PL16851	unchar-4369	Parliv	pink	gut_bodywall
16523	PL16862	unchar-10585	Bilateria	pink	gut_bodywall
16524	PL16878	orct-5	Eumetazoa	pink	gut_bodywall
16525	PL16879	unchar-16060	Parliv	pink	gut_bodywall
16526	PL16894	slc22a13-2	Eumetazoa	pink	gut_bodywall
16527	PL16896	sal-3	Eumetazoa	pink	gut_bodywall
16528	PL16897	unchar-15303	Eumetazoa	pink	gut_bodywall
16529	PL16910	unchar-14962	Eumetazoa	pink	gut_bodywall
16530	PL16912	bhmt1-3	Bilateria	pink	gut_bodywall
16531	PL16921	unchar-17764	Parliv	pink	gut_bodywall
16532	PL16931	rnf8	Eumetazoa	pink	gut_bodywall
16533	PL16934	iod1-3	Eumetazoa	pink	gut_bodywall
16534	PL16968	yrd6-24	Eumetazoa	pink	gut_bodywall
16535	PL16977	pol3-68	Eumetazoa	pink	gut_bodywall
16536	PL17019	unchar-852	Echinoidea	pink	gut_bodywall
16537	PL17027	ttrspn_15	Eumetazoa	pink	gut_bodywall
16538	PL17035	slc22a9-2	Eumetazoa	pink	gut_bodywall
16539	PL17040	unchar-12583	Bilateria	pink	gut_bodywall
16540	PL17052	unchar-13346	Parliv	pink	gut_bodywall
16541	PL17057	tba1c-4	Eumetazoa	pink	gut_bodywall
16542	PL17076	agpat3-3	Eumetazoa	pink	gut_bodywall
16543	PL17080	tuba2	Parliv	pink	gut_bodywall
16544	PL17084	-	Bilateria	pink	gut_bodywall
16545	PL17095	unchar-50	Parliv	pink	gut_bodywall
16546	PL17102	bhmt-2	Bilateria	pink	gut_bodywall
16547	PL17112	-	Echinoidea	pink	gut_bodywall
16548	PL17132	unchar-20138	Eumetazoa	pink	gut_bodywall
16549	PL17138	unchar-20134	Eumetazoa	pink	gut_bodywall
16550	PL17140	unchar-5495	Parliv	pink	gut_bodywall
16551	PL17156	sacsl-2	Eumetazoa	pink	gut_bodywall
16552	PL17172	xpnpep1	Eumetazoa	pink	gut_bodywall
16553	PL17184	orct-9	Eumetazoa	pink	gut_bodywall
16554	PL17189	slc22a13-3	Eumetazoa	pink	gut_bodywall
16555	PL17198	sc5ab-1	Eumetazoa	pink	gut_bodywall
16556	PL17203	unchar-516	Deuterostomia	pink	gut_bodywall
16557	PL17224	unchar-18530	Parliv	pink	gut_bodywall
16558	PL17266	-	Eumetazoa	pink	gut_bodywall
16559	PL17305	unchar-4484	Parliv	pink	gut_bodywall
16560	PL17306	rnt2	Echinoidea	pink	gut_bodywall
16561	PL17317	unchar-13542	Eumetazoa	pink	gut_bodywall
16562	PL17318	unchar-13549	Deuterostomia	pink	gut_bodywall
16563	PL17325	unchar-10813	Bilateria	pink	gut_bodywall
16564	PL17334	unchar-19936	Eumetazoa	pink	gut_bodywall
16565	PL17379	unchar-8138	Eumetazoa	pink	gut_bodywall
16566	PL17398	cspe3	Eumetazoa	pink	gut_bodywall
16567	PL17419	unchar-2945	Parliv	pink	gut_bodywall
16568	PL17422	unchar-18395	Eumetazoa	pink	gut_bodywall
16569	PL17424	unchar-18391	Bilateria	pink	gut_bodywall
16570	PL17425	unchar-18390	Eumetazoa	pink	gut_bodywall
16571	PL17432	sia8d-4	Eumetazoa	pink	gut_bodywall
16572	PL17453	unchar-14728	Eumetazoa	pink	gut_bodywall
16573	PL17471	mot5-7	Eumetazoa	pink	gut_bodywall
16574	PL17485	unchar-12836	Deuterostomia	pink	gut_bodywall
16575	PL17499	unchar-3818	Eumetazoa	pink	gut_bodywall
16576	PL17543	wbs27-5	Eumetazoa	pink	gut_bodywall
16577	PL17547	-	Eumetazoa	pink	gut_bodywall
16578	PL17553	unchar-15930	Eumetazoa	pink	gut_bodywall
16579	PL17564	fpgs-1	Eumetazoa	pink	gut_bodywall
16580	PL17585	unchar-20465	Parliv	pink	gut_bodywall
16581	PL17589	cryl1	Eumetazoa	pink	gut_bodywall
16582	PL17605	hnmt-2	Eumetazoa	pink	gut_bodywall
16583	PL17619	-	Eumetazoa	pink	gut_bodywall
16584	PL17625	cckar-8	Eumetazoa	pink	gut_bodywall
16585	PL17663	-	Eumetazoa	pink	gut_bodywall
16586	PL17667	unchar-8946	Eumetazoa	pink	gut_bodywall
16587	PL17673	mglur3-1	Bilateria	pink	gut_bodywall
16588	PL17675	unchar-23	Deuterostomia	pink	gut_bodywall
16589	PL17679	octb1-1	Eumetazoa	pink	gut_bodywall
16590	PL17727	unchar-1719	Eumetazoa	pink	gut_bodywall
16591	PL17756	unchar-5871	Parliv	pink	gut_bodywall
16592	PL17761	unchar-3809	Eumetazoa	pink	gut_bodywall
16593	PL17770	unchar-12801	Parliv	pink	gut_bodywall
16594	PL17775	unchar-12803	Eumetazoa	pink	gut_bodywall
16595	PL17792	gpr18-3	Eumetazoa	pink	gut_bodywall
16596	PL17796	oct1-1	Eumetazoa	pink	gut_bodywall
16597	PL17833	slc5a7-2	Eumetazoa	pink	gut_bodywall
16598	PL17858	unchar-16211	Eumetazoa	pink	gut_bodywall
16599	PL17879	-	Parliv	pink	gut_bodywall
16600	PL17884	-	Eumetazoa	pink	gut_bodywall
16601	PL17885	nrf6-6	Eumetazoa	pink	gut_bodywall
16602	PL17886	xpapd-1	Eleutherozoa	pink	gut_bodywall
16603	PL17889	unchar-8293	Deuterostomia	pink	gut_bodywall
16604	PL17921	unchar-13791	Eumetazoa	pink	gut_bodywall
16605	PL17923	s226b	Eumetazoa	pink	gut_bodywall
16606	PL17936	unchar-23018	Parliv	pink	gut_bodywall
16607	PL17940	unchar-8381	Bilateria	pink	gut_bodywall
16608	PL17941	unchar-8382	Parliv	pink	gut_bodywall
16609	PL17946	iod1-1	Ambulacraria	pink	gut_bodywall
16610	PL17963	unchar-2038	Parliv	pink	gut_bodywall
16611	PL17991	-	Parliv	pink	gut_bodywall
16612	PL17992	nrf6-5	Eumetazoa	pink	gut_bodywall
16613	PL18021	grm-3	Bilateria	pink	gut_bodywall
16614	PL18022	osta-4	Bilateria	pink	gut_bodywall
16615	PL18032	unchar-22393	Eumetazoa	pink	gut_bodywall
16616	PL18078	unchar-19526	Eumetazoa	pink	gut_bodywall
16617	PL18094	unchar-21691	Parliv	pink	gut_bodywall
16618	PL18095	anr44-25	Eumetazoa	pink	gut_bodywall
16619	PL18096	anr44-11	Eumetazoa	pink	gut_bodywall
16620	PL18127	-	Eumetazoa	pink	gut_bodywall
16621	PL18133	-	Parliv	pink	gut_bodywall
16622	PL18134	anr44-23	Eumetazoa	pink	gut_bodywall
16623	PL18158	unchar-317	Parliv	pink	gut_bodywall
16624	PL18170	icel2	Eumetazoa	pink	gut_bodywall
16625	PL18175	-	Parliv	pink	gut_bodywall
16626	PL18190	unchar-11876	Eumetazoa	pink	gut_bodywall
16627	PL18206	unchar-5900	Eumetazoa	pink	gut_bodywall
16628	PL18219	yrd6-75	Eumetazoa	pink	gut_bodywall
16629	PL18231	-	Eumetazoa	pink	gut_bodywall
16630	PL18234	unchar-6267	Eumetazoa	pink	gut_bodywall
16631	PL18244	-	Eumetazoa	pink	gut_bodywall
16632	PL18246	unchar-17729	Parliv	pink	gut_bodywall
16633	PL18261	unchar-24294	Parliv	pink	gut_bodywall
16634	PL18269	unchar-24286	Parliv	pink	gut_bodywall
16635	PL18282	-	Eumetazoa	pink	gut_bodywall
16636	PL18284	unchar-16849	Eumetazoa	pink	gut_bodywall
16637	PL18294	unchar-16453	Parliv	pink	gut_bodywall
16638	PL18307	unchar-22970	Eumetazoa	pink	gut_bodywall
16639	PL18324	unchar-16488	Parliv	pink	gut_bodywall
16640	PL18347	comt	Eumetazoa	pink	gut_bodywall
16641	PL18351	unchar-1961	Bilateria	pink	gut_bodywall
16642	PL18354	rtjk-17	Eumetazoa	pink	gut_bodywall
16643	PL18355	cfdp2-9	Eumetazoa	pink	gut_bodywall
16644	PL18356	unchar-1962	Eumetazoa	pink	gut_bodywall
16645	PL18361	unchar-4727	Parliv	pink	gut_bodywall
16646	PL18488	-	Eumetazoa	pink	gut_bodywall
16647	PL18494	unchar-9273	Parliv	pink	gut_bodywall
16648	PL18506	unchar-16237	Eumetazoa	pink	gut_bodywall
16649	PL18530	unchar-13503	Parliv	pink	gut_bodywall
16650	PL18556	unchar-19891	Parliv	pink	gut_bodywall
16651	PL18560	mlrp1-7	Parliv	pink	gut_bodywall
16652	PL18562	-	Parliv	pink	gut_bodywall
16653	PL18581	unchar-17098	Eumetazoa	pink	gut_bodywall
16654	PL18601	-	Eumetazoa	pink	gut_bodywall
16655	PL18615	tnrl	Eumetazoa	pink	gut_bodywall
16656	PL18621	eclc	Parliv	pink	gut_bodywall
16657	PL18624	-	Eumetazoa	pink	gut_bodywall
16658	PL18626	-	Eumetazoa	pink	gut_bodywall
16659	PL18627	unchar-20762	Parliv	pink	gut_bodywall
16660	PL18630	cfdp2-16	Eumetazoa	pink	gut_bodywall
16661	PL18632	lorf2-31	Eumetazoa	pink	gut_bodywall
16662	PL18650	-	Eumetazoa	pink	gut_bodywall
16663	PL18673	unchar-2239	Parliv	pink	gut_bodywall
16664	PL18680	clect-17	Eumetazoa	pink	gut_bodywall
16665	PL18691	-	Bilateria	pink	gut_bodywall
16666	PL18692	jaml1	Bilateria	pink	gut_bodywall
16667	PL18694	unchar-22667	Eumetazoa	pink	gut_bodywall
16668	PL18698	-	Eumetazoa	pink	gut_bodywall
16669	PL18726	unchar-650	Eumetazoa	pink	gut_bodywall
16670	PL18756	unchar-9612	Eumetazoa	pink	gut_bodywall
16671	PL18762	rtjk-65	Eumetazoa	pink	gut_bodywall
16672	PL18772	unchar-3276	Eumetazoa	pink	gut_bodywall
16673	PL18776	unchar-3272	Parliv	pink	gut_bodywall
16674	PL18777	unchar-3273	Eumetazoa	pink	gut_bodywall
16675	PL18804	unchar-23314	Echinoidea	pink	gut_bodywall
16676	PL18806	unchar-23312	Parliv	pink	gut_bodywall
16677	PL18812	unchar-7792	Echinoidea	pink	gut_bodywall
16678	PL18835	unchar-1499	Echinoidea	pink	gut_bodywall
16679	PL18836	unchar-1498	Echinoidea	pink	gut_bodywall
16680	PL18838	unchar-1492	Eumetazoa	pink	gut_bodywall
16681	PL18843	unchar-10476	Eumetazoa	pink	gut_bodywall
16682	PL18844	unchar-10473	Echinoidea	pink	gut_bodywall
16683	PL18868	unchar-4161	Parliv	pink	gut_bodywall
16684	PL18898	unchar-8645	Bilateria	pink	gut_bodywall
16685	PL18918	unchar-6532	Deuterostomia	pink	gut_bodywall
16686	PL18926	unchar-21977	Eumetazoa	pink	gut_bodywall
16687	PL18927	ank1-24	Eumetazoa	pink	gut_bodywall
16688	PL18928	anr44-27	Eumetazoa	pink	gut_bodywall
16689	PL18930	unchar-12841	Parliv	pink	gut_bodywall
16690	PL18931	ank3-16	Eumetazoa	pink	gut_bodywall
16691	PL18932	unchar-12839	Eumetazoa	pink	gut_bodywall
16692	PL18933	unchar-12840	Parliv	pink	gut_bodywall
16693	PL18934	anr28-4	Eumetazoa	pink	gut_bodywall
16694	PL18972	-	Parliv	pink	gut_bodywall
16695	PL18975	unchar-397	Parliv	pink	gut_bodywall
16696	PL18979	lecg-1	Eumetazoa	pink	gut_bodywall
16697	PL19003	cbr1-6	Eumetazoa	pink	gut_bodywall
16698	PL19019	cd5l-1	Parliv	pink	gut_bodywall
16699	PL19044	unchar-22313	Bilateria	pink	gut_bodywall
16700	PL19081	unchar-11258	Eumetazoa	pink	gut_bodywall
16701	PL19095	unchar-2255	Eumetazoa	pink	gut_bodywall
16702	PL19112	unchar-2596	Parliv	pink	gut_bodywall
16703	PL19124	unchar-24571	Deuterostomia	pink	gut_bodywall
16704	PL19128	sqle	Bilateria	pink	gut_bodywall
16705	PL19136	unchar-8924	Parliv	pink	gut_bodywall
16706	PL19140	unchar-6155	Eumetazoa	pink	gut_bodywall
16707	PL19144	cyp3l6	Eumetazoa	pink	gut_bodywall
16708	PL19148	cbr1-3	Eumetazoa	pink	gut_bodywall
16709	PL19153	cyp2l52	Eumetazoa	pink	gut_bodywall
16710	PL19171	endou-4	Bilateria	pink	gut_bodywall
16711	PL19181	clect_103	Eumetazoa	pink	gut_bodywall
16712	PL19183	unchar-17129	Bilateria	pink	gut_bodywall
16713	PL19186	plmn-4	Eumetazoa	pink	gut_bodywall
16714	PL19196	chdh-1	Eumetazoa	pink	gut_bodywall
16715	PL19199	clca1-1	Bilateria	pink	gut_bodywall
16716	PL19200	unchar-19929	Echinoidea	pink	gut_bodywall
16717	PL19207	-	Eumetazoa	pink	gut_bodywall
16718	PL19214	unchar-10806	Echinoidea	pink	gut_bodywall
16719	PL19233	unchar-5701	Parliv	pink	gut_bodywall
16720	PL19243	unchar-8129	Eumetazoa	pink	gut_bodywall
16721	PL19295	unchar-11600	Parliv	pink	gut_bodywall
16722	PL19307	somml-1	Bilateria	pink	gut_bodywall
16723	PL19344	trypsinl	Eumetazoa	pink	gut_bodywall
16724	PL19345	xkr6-7	Eumetazoa	pink	gut_bodywall
16725	PL19374	l3bpa-3	Eumetazoa	pink	gut_bodywall
16726	PL19407	unchar-2007	Eumetazoa	pink	gut_bodywall
16727	PL19449	-	Parliv	pink	gut_bodywall
16728	PL19450	pcsk9-10	Eumetazoa	pink	gut_bodywall
16729	PL19464	plxa4-6	Eumetazoa	pink	gut_bodywall
16730	PL19470	unchar-20906	Parliv	pink	gut_bodywall
16731	PL19527	endou-5	Bilateria	pink	gut_bodywall
16732	PL19528	unchar-15826	Eumetazoa	pink	gut_bodywall
16733	PL19534	clca2-1	Bilateria	pink	gut_bodywall
16734	PL19541	unchar-21403	Eumetazoa	pink	gut_bodywall
16735	PL19548	-	Eumetazoa	pink	gut_bodywall
16736	PL19580	erg1	Bilateria	pink	gut_bodywall
16737	PL19586	unchar-10334	Eumetazoa	pink	gut_bodywall
16738	PL19589	unchar-10337	Eumetazoa	pink	gut_bodywall
16739	PL19601	unchar-1154	Parliv	pink	gut_bodywall
16740	PL19604	mot12-1	Eumetazoa	pink	gut_bodywall
16741	PL19618	lg3bp-9	Eumetazoa	pink	gut_bodywall
16742	PL19619	unchar-16397	Eumetazoa	pink	gut_bodywall
16743	PL19626	heph-2	Eumetazoa	pink	gut_bodywall
16744	PL19630	-	Eumetazoa	pink	gut_bodywall
16745	PL19638	unchar-22870	Parliv	pink	gut_bodywall
16746	PL19643	aces-16	Eumetazoa	pink	gut_bodywall
16747	PL19659	mrlc2	Eumetazoa	pink	gut_bodywall
16748	PL19664	mrlc	Eumetazoa	pink	gut_bodywall
16749	PL19666	mot11	Eumetazoa	pink	gut_bodywall
16750	PL19711	somml-2	Bilateria	pink	gut_bodywall
16751	PL19716	enpp1	Eumetazoa	pink	gut_bodywall
16752	PL19720	rtxe-9	Eumetazoa	pink	gut_bodywall
16753	PL19737	unchar-11234	Bilateria	pink	gut_bodywall
16754	PL19754	rdh8-4	Eumetazoa	pink	gut_bodywall
16755	PL19773	csad-2	Eumetazoa	pink	gut_bodywall
16756	PL19776	rtbs-161	Parliv	pink	gut_bodywall
16757	PL19787	unchar-7727	Eumetazoa	pink	gut_bodywall
16758	PL19796	prrdh-1	Eumetazoa	pink	gut_bodywall
16759	PL19843	unchar-19464	Eumetazoa	pink	gut_bodywall
16760	PL19845	unchar-19465	Eumetazoa	pink	gut_bodywall
16761	PL19850	unchar-10312	Echinoidea	pink	gut_bodywall
16762	PL19858	unchar-10315	Parliv	pink	gut_bodywall
16763	PL19872	unchar-4040	Parliv	pink	gut_bodywall
16764	PL19887	lg3bp-4	Eumetazoa	pink	gut_bodywall
16765	PL19910	-	Parliv	pink	gut_bodywall
16766	PL19916	pol3-70	Eumetazoa	pink	gut_bodywall
16767	PL19977	unchar-19229	Echinoidea	pink	gut_bodywall
16768	PL19998	slc25a5	Eumetazoa	pink	gut_bodywall
16769	PL20010	laptm4a	Eumetazoa	pink	gut_bodywall
16770	PL20028	cpn2-3	Eumetazoa	pink	gut_bodywall
16771	PL20042	yrd6-23	Eumetazoa	pink	gut_bodywall
16772	PL20050	unchar-862	Echinoidea	pink	gut_bodywall
16773	PL20051	fa5v-4	Eumetazoa	pink	gut_bodywall
16774	PL20059	scry4-2	Eumetazoa	pink	gut_bodywall
16775	PL20063	taar9	Parliv	pink	gut_bodywall
16776	PL20076	unchar-14026	Echinoidea	pink	gut_bodywall
16777	PL20079	lecg-7	Eumetazoa	pink	gut_bodywall
16778	PL20102	unchar-10	Parliv	pink	gut_bodywall
16779	PL20119	-	Parliv	pink	gut_bodywall
16780	PL20123	pol4-31	Eumetazoa	pink	gut_bodywall
16781	PL20127	ssr5-1	Eumetazoa	pink	gut_bodywall
16782	PL20128	-	Eumetazoa	pink	gut_bodywall
16783	PL20139	tri59-4	Eumetazoa	pink	gut_bodywall
16784	PL20142	-	Eumetazoa	pink	gut_bodywall
16785	PL20148	unchar-11602	Echinoidea	pink	gut_bodywall
16786	PL20167	actm-2	Eumetazoa	pink	gut_bodywall
16787	PL20173	herc4-3	Eumetazoa	pink	gut_bodywall
16788	PL20181	unchar-811	Eumetazoa	pink	gut_bodywall
16789	PL20182	-	Parliv	pink	gut_bodywall
16790	PL20197	dmbt1-30	Echinoidea	pink	gut_bodywall
16791	PL20216	-	Eumetazoa	pink	gut_bodywall
16792	PL20228	enpp7-2	Eumetazoa	pink	gut_bodywall
16793	PL20241	cbr1-2	Eumetazoa	pink	gut_bodywall
16794	PL20256	aco13	Eumetazoa	pink	gut_bodywall
16795	PL20259	unchar-18546	Parliv	pink	gut_bodywall
16796	PL20271	anr44-3	Eumetazoa	pink	gut_bodywall
16797	PL20282	unchar-14934	Echinoidea	pink	gut_bodywall
16798	PL20288	cbr1-9	Eumetazoa	pink	gut_bodywall
16799	PL20298	actd	Echinoidea	pink	gut_bodywall
16800	PL20329	sc5a7-4	Eumetazoa	pink	gut_bodywall
16801	PL20347	srcr184	Eumetazoa	pink	gut_bodywall
16802	PL20355	unchar-19780	Deuterostomia	pink	gut_bodywall
16803	PL20371	unchar-13380	Parliv	pink	gut_bodywall
16804	PL20377	srcr203-2	Eumetazoa	pink	gut_bodywall
16805	PL20381	unchar-22556	Echinoidea	pink	gut_bodywall
16806	PL20382	unchar-22554	Parliv	pink	gut_bodywall
16807	PL20393	sc5ac-1	Eumetazoa	pink	gut_bodywall
16808	PL20394	unchar-7082	Parliv	pink	gut_bodywall
16809	PL20435	cd63-1	Eumetazoa	pink	gut_bodywall
16810	PL20444	unchar-12488	Echinoidea	pink	gut_bodywall
16811	PL20453	dmbt1-9	Eumetazoa	pink	gut_bodywall
16812	PL20456	unchar-3504	Bilateria	pink	gut_bodywall
