s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	s1tot	s2tot	n	fishp	padj	scol
6450	PL13618	17052168	chrom8	6458	L_var_04502	54154456	chr2	2226	NA	747	1448	705	0	0	S
6451	PL13628	17080624	chrom8	6459	L_var_04501	54140096	chr2	2225	NA	747	1448	705	0	0	S
6452	PL15183	17111063	chrom8	6460	L_var_04499	54108073	chr2	2224	G	747	1448	705	0	0	S
6453	PL14311	17119783	chrom8	6461	L_var_04742	62305249	chr2	2317	G	747	1448	705	0	0	S
6454	PL15184	17200860	chrom8	6462	L_var_04741	62185833	chr2	2316	G	747	1448	705	0	0	S
6455	PL13338	17287098	chrom8	6463	L_var_04735	62074387	chr2	2314	O1	747	1448	705	0	0	S
6456	PL15306	17349600	chrom8	6464	L_var_04732	61994110	chr2	2313	NA	747	1448	705	0	0	S
6457	PL15351	17403959	chrom8	6465	L_var_04731	61958237	chr2	2312	NA	747	1448	705	0	0	S
6458	PL13375	17443157	chrom8	6466	L_var_04938	66622073	chr2	2415	NA	747	1448	705	0	0	S
6459	PL13651	17475153	chrom8	6467	L_var_04659	59656764	chr2	2278	NA	747	1448	705	0	0	S
6460	PL15077	17496651	chrom8	6468	L_var_04579	57086405	chr2	2256	G	747	1448	705	0	0	S
6461	PL13833	17517789	chrom8	6469	L_var_04576	56967772	chr2	2255	G	747	1448	705	0	0	S
6462	PL14930	17565897	chrom8	6470	L_var_04662	59759865	chr2	2279	NA	747	1448	705	0	0	S
6463	PL14554	17728582	chrom8	6471	L_var_04580	57094999	chr2	2257	G	747	1448	705	0	0	S
6464	PL14438	17769309	chrom8	6472	L_var_04581	57133150	chr2	2258	G	747	1448	705	0	0	S
6465	PL14431	17866155	chrom8	6475	L_var_04454	52701702	chr2	2196	NA	747	1448	705	0	0	S
6466	PL14525	17933282	chrom8	6476	L_var_04455	52749791	chr2	2197	N	747	1448	705	0	0	S
6467	PL15024	17935099	chrom8	6477	L_var_04457	52834910	chr2	2198	G	747	1448	705	0	0	S
6468	PL13515	18026050	chrom8	6478	L_var_04458	52871213	chr2	2199	NA	747	1448	705	0	0	S
6469	PL14074	18046263	chrom8	6479	L_var_04459	52882319	chr2	2200	NA	747	1448	705	0	0	S
6470	PL14749	18477213	chrom8	6480	L_var_04464	53200210	chr2	2201	G	747	1448	705	0	0	S
6471	PL14938	18530956	chrom8	6481	L_var_04465	53267635	chr2	2202	NA	747	1448	705	0	0	S
6472	PL14190	18538741	chrom8	6482	L_var_04466	53270678	chr2	2203	G	747	1448	705	0	0	S
6473	PL14793	18580505	chrom8	6483	L_var_04467	53322531	chr2	2204	G	747	1448	705	0	0	S
6474	PL13366	18614951	chrom8	6484	L_var_04475	53519034	chr2	2207	NA	747	1448	705	0	0	S
6475	PL13541	19042835	chrom8	6486	L_var_04481	53654961	chr2	2208	NA	747	1448	705	0	0	S
6476	PL14875	19086867	chrom8	6487	L_var_04482	53718652	chr2	2209	G	747	1448	705	0	0	S
6477	PL13764	19092625	chrom8	6488	L_var_04484	53749325	chr2	2210	G	747	1448	705	0	0	S
6478	PL15073	19179346	chrom8	6489	L_var_04485	53780831	chr2	2211	G	747	1448	705	0	0	S
6479	PL14862	19180919	chrom8	6490	L_var_04486	53783756	chr2	2212	NA	747	1448	705	0	0	S
6480	PL15305	19203732	chrom8	6491	L_var_04487	53815434	chr2	2213	M	747	1448	705	0	0	S
6481	PL14681	19277359	chrom8	6492	L_var_04489	53832489	chr2	2214	NA	747	1448	705	0	0	S
6482	PL14266	19363702	chrom8	6493	L_var_04490	53876788	chr2	2215	NA	747	1448	705	0	0	S
6483	PL13850	19373546	chrom8	6494	L_var_04491	53893794	chr2	2216	G	747	1448	705	0	0	S
6484	PL15150	19375246	chrom8	6495	L_var_04492	53894036	chr2	2217	G	747	1448	705	0	0	S
6485	PL14892	19406881	chrom8	6496	L_var_04493	53916710	chr2	2218	NA	747	1448	705	0	0	S
6486	PL14330	19419710	chrom8	6497	L_var_04494	53922011	chr2	2219	C2	747	1448	705	0	0	S
6487	PL15302	19441006	chrom8	6498	L_var_04495	53962727	chr2	2220	NA	747	1448	705	0	0	S
6488	PL14545	19538894	chrom8	6499	L_var_04310	48717313	chr2	2097	NA	747	1448	705	0	0	S
6489	PL15253	19566462	chrom8	6500	L_var_04313	48805763	chr2	2098	G	747	1448	705	0	0	S
6490	PL14232	19630149	chrom8	6501	L_var_04315	48860929	chr2	2099	G	747	1448	705	0	0	S
6491	PL14825	19682157	chrom8	6502	L_var_04319	48934941	chr2	2101	G	747	1448	705	0	0	S
6492	PL13864	19682167	chrom8	6503	L_var_04318	48920785	chr2	2100	M	747	1448	705	0	0	S
6493	PL13745	19728122	chrom8	6504	L_var_04320	48961150	chr2	2102	NA	747	1448	705	0	0	S
6494	PL14229	19728692	chrom8	6505	L_var_04321	48961332	chr2	2103	NA	747	1448	705	0	0	S
6495	PL13746	19749597	chrom8	6506	L_var_04322	48977436	chr2	2104	NA	747	1448	705	0	0	S
6496	PL14643	19781812	chrom8	6507	L_var_04323	48999708	chr2	2105	NA	747	1448	705	0	0	S
6497	PL14405	19801672	chrom8	6508	L_var_04324	49040661	chr2	2106	G	747	1448	705	0	0	S
6498	PL15263	19839888	chrom8	6509	L_var_04325	49074304	chr2	2107	G	747	1448	705	0	0	S
6499	PL13701	19897515	chrom8	6510	L_var_04329	49191658	chr2	2109	NA	747	1448	705	0	0	S
6500	PL15020	20065958	chrom8	6511	L_var_04260	47225971	chr2	2071	NA	747	1448	705	0	0	S
6501	PL13881	20143862	chrom8	6512	L_var_04245	46937792	chr2	2062	G	747	1448	705	0	0	S
6502	PL14558	20252149	chrom8	6513	L_var_04246	46964989	chr2	2063	G	747	1448	705	0	0	S
6503	PL14907	20284731	chrom8	6514	L_var_04247	46992110	chr2	2064	NA	747	1448	705	0	0	S
6504	PL14342	20290194	chrom8	6515	L_var_04248	46994599	chr2	2065	NA	747	1448	705	0	0	S
6505	PL13308	20318702	chrom8	6516	L_var_04251	47036335	chr2	2067	NA	747	1448	705	0	0	S
6506	PL14259	20378286	chrom8	6518	L_var_04252	47090585	chr2	2068	B1	747	1448	705	0	0	S
6507	PL14280	20389219	chrom8	6519	L_var_04253	47111373	chr2	2069	NA	747	1448	705	0	0	S
6508	PL14738	20406099	chrom8	6520	L_var_04256	47162500	chr2	2070	NA	747	1448	705	0	0	S
6509	PL13883	20419197	chrom8	6521	L_var_04244	46930501	chr2	2061	G	747	1448	705	0	0	S
6510	PL14542	20457660	chrom8	6522	L_var_04242	46855190	chr2	2060	G	747	1448	705	0	0	S
6511	PL14539	20480292	chrom8	6523	L_var_04241	46839963	chr2	2059	G	747	1448	705	0	0	S
6512	PL13431	20657470	chrom8	6524	L_var_04238	46735275	chr2	2058	G	747	1448	705	0	0	S
6513	PL14924	20664143	chrom8	6525	L_var_04236	46676928	chr2	2057	NA	747	1448	705	0	0	S
6514	PL14795	20763857	chrom8	6526	L_var_04235	46622436	chr2	2056	NA	747	1448	705	0	0	S
6515	PL14949	20786929	chrom8	6527	L_var_04234	46604965	chr2	2055	NA	747	1448	705	0	0	S
6516	PL13556	20873997	chrom8	6528	L_var_04232	46530980	chr2	2054	G	747	1448	705	0	0	S
6517	PL13957	20947386	chrom8	6529	L_var_04231	46484833	chr2	2053	G	747	1448	705	0	0	S
6518	PL15173	20986619	chrom8	6530	L_var_04230	46414181	chr2	2052	G	747	1448	705	0	0	S
6519	PL15146	21312766	chrom8	6531	L_var_04225	46273498	chr2	2051	G	747	1448	705	0	0	S
6520	PL15154	21350311	chrom8	6532	L_var_04224	46246492	chr2	2050	NA	747	1448	705	0	0	S
6521	PL14193	21353643	chrom8	6533	L_var_04223	46241075	chr2	2049	NA	747	1448	705	0	0	S
6522	PL13970	21537506	chrom8	6534	L_var_04215	46093244	chr2	2048	NA	747	1448	705	0	0	S
6523	PL15055	21545619	chrom8	6535	L_var_04214	46061971	chr2	2047	G	747	1448	705	0	0	S
6524	PL13420	21794740	chrom8	6536	L_var_04829	63975128	chr2	2356	NA	747	1448	705	0	0	S
6525	PL14406	21854164	chrom8	6537	L_var_04830	64005423	chr2	2357	NA	747	1448	705	0	0	S
6526	PL13579	21859431	chrom8	6538	L_var_04831	64019156	chr2	2358	P	747	1448	705	0	0	S
6527	PL15168	21908221	chrom8	6539	L_var_04832	64041737	chr2	2359	NA	747	1448	705	0	0	S
6528	PL15294	21932475	chrom8	6540	L_var_04833	64073309	chr2	2360	G	747	1448	705	0	0	S
6529	PL14640	21976330	chrom8	6541	L_var_04836	64158317	chr2	2361	I	747	1448	705	0	0	S
6530	PL13692	21979993	chrom8	6542	L_var_04837	64164010	chr2	2362	G	747	1448	705	0	0	S
6531	PL14017	22001773	chrom8	6543	L_var_04838	64196209	chr2	2363	NA	747	1448	705	0	0	S
6532	PL14936	22019450	chrom8	6544	L_var_04840	64223491	chr2	2365	G	747	1448	705	0	0	S
6533	PL15273	22082487	chrom8	6546	L_var_04845	64299008	chr2	2367	NA	747	1448	705	0	0	S
6534	PL14233	22093980	chrom8	6547	L_var_04846	64312424	chr2	2368	NA	747	1448	705	0	0	S
6535	PL14943	22111077	chrom8	6548	L_var_04847	64335177	chr2	2369	G	747	1448	705	0	0	S
6536	PL14361	22178050	chrom8	6549	L_var_04848	64348842	chr2	2370	G	747	1448	705	0	0	S
6537	PL13340	22251208	chrom8	6550	L_var_04851	64467845	chr2	2372	G	747	1448	705	0	0	S
6538	PL14884	22251284	chrom8	6551	L_var_04850	64467654	chr2	2371	G	747	1448	705	0	0	S
6539	PL14165	22288281	chrom8	6552	L_var_04852	64517327	chr2	2374	G	747	1448	705	0	0	S
6540	PL14111	22290474	chrom8	6553	L_var_04853	64517287	chr2	2373	NA	747	1448	705	0	0	S
6541	PL13371	22336325	chrom8	6554	L_var_04854	64572170	chr2	2375	G	747	1448	705	0	0	S
6542	PL14175	22341009	chrom8	6555	L_var_04855	64581556	chr2	2376	G	747	1448	705	0	0	S
6543	PL14251	22370791	chrom8	6556	L_var_04856	64612863	chr2	2377	G	747	1448	705	0	0	S
6544	PL13819	22372032	chrom8	6557	L_var_04857	64616540	chr2	2378	G	747	1448	705	0	0	S
6545	PL14144	22401595	chrom8	6558	L_var_04858	64626064	chr2	2379	NA	747	1448	705	0	0	S
6546	PL13818	22430376	chrom8	6559	L_var_04859	64656518	chr2	2380	NA	747	1448	705	0	0	S
6547	PL14680	22451408	chrom8	6560	L_var_04860	64681268	chr2	2381	I	747	1448	705	0	0	S
6548	PL14598	22452600	chrom8	6561	L_var_04861	64687720	chr2	2382	I	747	1448	705	0	0	S
6549	PL13336	22485044	chrom8	6562	L_var_04862	64704826	chr2	2383	NA	747	1448	705	0	0	S
6550	PL15124	22516457	chrom8	6563	L_var_04863	64727167	chr2	2384	G	747	1448	705	0	0	S
6551	PL14882	22637573	chrom8	6564	L_var_04864	64769501	chr2	2385	NA	747	1448	705	0	0	S
6552	PL14629	22877761	chrom8	6565	L_var_04867	64914540	chr2	2386	G	747	1448	705	0	0	S
6553	PL14764	23050833	chrom8	6566	L_var_04871	64928906	chr2	2387	NA	747	1448	705	0	0	S
6554	PL14946	23237637	chrom8	6567	L_var_04301	48524683	chr2	2094	NA	747	1448	705	0	0	S
6555	PL14526	23251302	chrom8	6568	L_var_04300	48499161	chr2	2093	G	747	1448	705	0	0	S
6556	PL15262	23279071	chrom8	6569	L_var_04952	66983494	chr2	2420	G	747	1448	705	0	0	S
6557	PL15336	23281320	chrom8	6570	L_var_04951	66978912	chr2	2419	G	747	1448	705	0	0	S
6558	PL13422	23323295	chrom8	6571	L_var_04950	66943072	chr2	2418	G	747	1448	705	0	0	S
6559	PL14075	23323422	chrom8	6572	L_var_05248	74418174	chr2	2635	G	747	1448	705	0	0	S
6560	PL13316	23433614	chrom8	6573	L_var_05247	74342832	chr2	2634	G	747	1448	705	0	0	S
6561	PL14970	23438933	chrom8	6574	L_var_05246	74331805	chr2	2633	P	747	1448	705	0	0	S
6562	PL15199	23462664	chrom8	6575	L_var_05245	74313653	chr2	2632	G	747	1448	705	0	0	S
6563	PL13672	23465872	chrom8	6576	L_var_05244	74311665	chr2	2631	NA	747	1448	705	0	0	S
6564	PL14665	23530313	chrom8	6578	L_var_05239	74223465	chr2	2629	G	747	1448	705	0	0	S
6565	PL13960	23567190	chrom8	6579	L_var_05238	74176446	chr2	2628	G	747	1448	705	0	0	S
6566	PL13421	23600344	chrom8	6580	L_var_04287	48036442	chr2	2088	G	747	1448	705	0	0	S
6567	PL14638	23677197	chrom8	6581	L_var_04284	47886156	chr2	2087	A	747	1448	705	0	0	S
6568	PL14224	23838888	chrom8	6582	L_var_04283	47838922	chr2	2086	NA	747	1448	705	0	0	S
6569	PL13616	23879478	chrom8	6583	L_var_04282	47774092	chr2	2085	NA	747	1448	705	0	0	S
6570	PL13331	23888224	chrom8	6584	L_var_04280	47742988	chr2	2084	J2	747	1448	705	0	0	S
6571	PL14071	23968727	chrom8	6585	L_var_04279	47706243	chr2	2083	G	747	1448	705	0	0	S
6572	PL14550	24010946	chrom8	6586	L_var_04277	47667568	chr2	2082	G	747	1448	705	0	0	S
6573	PL13805	24038293	chrom8	6587	L_var_04276	47611720	chr2	2081	G	747	1448	705	0	0	S
6574	PL13919	24089069	chrom8	6588	L_var_04273	47544162	chr2	2079	G	747	1448	705	0	0	S
6575	PL14712	24089177	chrom8	6589	L_var_04274	47573867	chr2	2080	G	747	1448	705	0	0	S
6576	PL14295	24138451	chrom8	6590	L_var_04272	47504600	chr2	2078	G	747	1448	705	0	0	S
6577	PL13907	24183154	chrom8	6591	L_var_04812	63570724	chr2	2348	G	747	1448	705	0	0	S
6578	PL13988	24221624	chrom8	6592	L_var_05504	81251735	chr2	2810	NA	747	1448	705	0	0	S
6579	PL13738	24326821	chrom8	6593	L_var_05505	81306690	chr2	2811	G	747	1448	705	0	0	S
6580	PL15031	24339779	chrom8	6594	L_var_05506	81345612	chr2	2812	NA	747	1448	705	0	0	S
6581	PL14218	24356385	chrom8	6595	L_var_05507	81359989	chr2	2813	K	747	1448	705	0	0	S
6582	PL14624	24358713	chrom8	6596	L_var_05508	81365951	chr2	2814	G	747	1448	705	0	0	S
6583	PL15093	24444440	chrom8	6597	L_var_05509	81450796	chr2	2815	G	747	1448	705	0	0	S
6584	PL13790	24513953	chrom8	6598	L_var_05510	81499374	chr2	2816	G	747	1448	705	0	0	S
6585	PL14852	24745756	chrom8	6599	L_var_05511	81559848	chr2	2817	G	747	1448	705	0	0	S
6586	PL13669	24772172	chrom8	6600	L_var_05513	81579310	chr2	2818	G	747	1448	705	0	0	S
6587	PL15189	24915939	chrom8	6601	L_var_05515	81618122	chr2	2819	G	747	1448	705	0	0	S
6588	PL14508	24946394	chrom8	6602	L_var_05516	81651197	chr2	2820	NA	747	1448	705	0	0	S
6589	PL13576	25015347	chrom8	6603	L_var_05517	81715313	chr2	2821	G	747	1448	705	0	0	S
6590	PL15308	25080337	chrom8	6604	L_var_05518	81744162	chr2	2822	G	747	1448	705	0	0	S
6591	PL15220	25115079	chrom8	6605	L_var_05519	81777806	chr2	2823	G	747	1448	705	0	0	S
6592	PL13446	25132955	chrom8	6606	L_var_05520	81802455	chr2	2824	NA	747	1448	705	0	0	S
6593	PL13816	25208710	chrom8	6607	L_var_05523	81863818	chr2	2825	G	747	1448	705	0	0	S
6594	PL15041	25228347	chrom8	6608	L_var_05524	81885270	chr2	2826	G	747	1448	705	0	0	S
6595	PL13718	25239305	chrom8	6609	L_var_05527	81914795	chr2	2828	NA	747	1448	705	0	0	S
6596	PL13574	25261038	chrom8	6610	L_var_05528	81932372	chr2	2829	G	747	1448	705	0	0	S
6597	PL14019	25261813	chrom8	6611	L_var_05529	81943366	chr2	2830	G	747	1448	705	0	0	S
6598	PL13394	25316277	chrom8	6612	L_var_05530	81991161	chr2	2831	NA	747	1448	705	0	0	S
6599	PL14274	25331183	chrom8	6613	L_var_05532	82026729	chr2	2833	G	747	1448	705	0	0	S
6600	PL14684	25376430	chrom8	6614	L_var_05531	82004369	chr2	2832	G	747	1448	705	0	0	S
6601	PL15159	25444989	chrom8	6615	L_var_05440	79438583	chr2	2764	NA	747	1448	705	0	0	S
6602	PL14128	25454221	chrom8	6616	L_var_05441	79440223	chr2	2765	K	747	1448	705	0	0	S
6603	PL13306	25519279	chrom8	6617	L_var_05442	79485095	chr2	2766	NA	747	1448	705	0	0	S
6604	PL14511	25588196	chrom8	6618	L_var_04937	66618530	chr2	2414	J1	747	1448	705	0	0	S
6605	PL13685	25753223	chrom8	6619	L_var_04936	66543767	chr2	2413	NA	747	1448	705	0	0	S
6606	PL13843	25774610	chrom8	6620	L_var_04935	66508021	chr2	2412	NA	747	1448	705	0	0	S
6607	PL14082	25901984	chrom8	6621	L_var_04933	66442153	chr2	2411	NA	747	1448	705	0	0	S
6608	PL14337	26145926	chrom8	6622	L_var_04929	66398216	chr2	2410	NA	747	1448	705	0	0	S
6609	PL13445	26184852	chrom8	6624	L_var_04826	63887251	chr2	2355	E	747	1448	705	0	0	S
6610	PL14397	26226311	chrom8	6625	L_var_04213	45981560	chr2	2046	NA	747	1448	705	0	0	S
6611	PL14815	26250080	chrom8	6626	L_var_04919	66143646	chr2	2405	G	747	1448	705	0	0	S
6612	PL14127	26307250	chrom8	6627	L_var_04918	66094926	chr2	2404	B1	747	1448	705	0	0	S
6613	PL15088	26498761	chrom8	6628	L_var_04908	65773275	chr2	2397	NA	747	1448	705	0	0	S
6614	PL14826	26561302	chrom8	6629	L_var_04886	65266403	chr2	2390	NA	747	1448	705	0	0	S
6615	PL13955	26695109	chrom8	6630	L_var_04911	65813109	chr2	2398	NA	747	1448	705	0	0	S
6616	PL15290	26802300	chrom8	6631	L_var_04913	65894441	chr2	2399	NA	747	1448	705	0	0	S
6617	PL14460	26878155	chrom8	6632	L_var_04914	65988384	chr2	2401	G	747	1448	705	0	0	S
6618	PL13724	26881818	chrom8	6633	L_var_04915	65983184	chr2	2400	G	747	1448	705	0	0	S
6619	PL13631	27512937	chrom8	6634	L_var_05448	79722184	chr2	2770	NA	747	1448	705	0	0	S
6620	PL13410	27735055	chrom8	6636	L_var_05479	80463521	chr2	2793	G	747	1448	705	0	0	S
6621	PL13806	27760876	chrom8	6637	L_var_05008	68354415	chr2	2462	NA	747	1448	705	0	0	S
6622	PL13536	27796687	chrom8	6638	L_var_05477	80432689	chr2	2792	G	747	1448	705	0	0	S
6623	PL13887	27815953	chrom8	6639	L_var_05476	80415890	chr2	2791	G	747	1448	705	0	0	S
6624	PL14515	27816149	chrom8	6640	L_var_05475	80400993	chr2	2790	NA	747	1448	705	0	0	S
6625	PL14853	28014703	chrom8	6641	L_var_05437	79360965	chr2	2762	NA	747	1448	705	0	0	S
6626	PL14241	28040601	chrom8	6642	L_var_05433	79316872	chr2	2759	P	747	1448	705	0	0	S
6627	PL13965	28040963	chrom8	6643	L_var_05435	79317228	chr2	2760	NA	747	1448	705	0	0	S
6628	PL14766	28251090	chrom8	6644	L_var_05360	76939584	chr2	2703	A	747	1448	705	0	0	S
6629	PL14745	28309577	chrom8	6646	L_var_05359	76900073	chr2	2702	A	747	1448	705	0	0	S
6630	PL13606	28339921	chrom8	6647	L_var_05358	76874005	chr2	2701	G	747	1448	705	0	0	S
6631	PL14425	28398620	chrom8	6648	L_var_05355	76829780	chr2	2700	NA	747	1448	705	0	0	S
6632	PL14983	28416708	chrom8	6649	L_var_05354	76795859	chr2	2699	NA	747	1448	705	0	0	S
6633	PL14617	28446307	chrom8	6650	L_var_05353	76771423	chr2	2698	NA	747	1448	705	0	0	S
6634	PL13565	28491710	chrom8	6651	L_var_05351	76688404	chr2	2697	NA	747	1448	705	0	0	S
6635	PL14160	28564581	chrom8	6652	L_var_05350	76658444	chr2	2696	G	747	1448	705	0	0	S
6636	PL13914	28587005	chrom8	6653	L_var_05347	76620681	chr2	2694	NA	747	1448	705	0	0	S
6637	PL13686	28620673	chrom8	6654	L_var_05349	76645066	chr2	2695	H	747	1448	705	0	0	S
6638	PL13951	28688519	chrom8	6656	L_var_05345	76597383	chr2	2693	NA	747	1448	705	0	0	S
6639	PL13405	28720281	chrom8	6657	L_var_05272	75222595	chr2	2651	NA	747	1448	705	0	0	S
6640	PL15122	28741400	chrom8	6658	L_var_05274	75242301	chr2	2652	NA	747	1448	705	0	0	S
6641	PL14443	28838114	chrom8	6659	L_var_05276	75307391	chr2	2653	G	747	1448	705	0	0	S
6642	PL13543	28838417	chrom8	6660	L_var_05277	75309620	chr2	2654	G	747	1448	705	0	0	S
6643	PL14782	28895399	chrom8	6661	L_var_05279	75375927	chr2	2656	G	747	1448	705	0	0	S
6644	PL14118	28896137	chrom8	6662	L_var_05293	75676677	chr2	2663	Q	747	1448	705	0	0	S
6645	PL13780	28898723	chrom8	6663	L_var_05280	75383546	chr2	2657	NA	747	1448	705	0	0	S
6646	PL13848	28915417	chrom8	6664	L_var_05281	75396055	chr2	2658	K	747	1448	705	0	0	S
6647	PL15331	28959840	chrom8	6665	L_var_05282	75446610	chr2	2659	NA	747	1448	705	0	0	S
6648	PL14206	29011533	chrom8	6666	L_var_05285	75506435	chr2	2660	NA	747	1448	705	0	0	S
6649	PL14288	29054185	chrom8	6667	L_var_05291	75582156	chr2	2661	NA	747	1448	705	0	0	S
6650	PL14050	29094455	chrom8	6668	L_var_05292	75664514	chr2	2662	NA	747	1448	705	0	0	S
6651	PL14546	29136656	chrom8	6669	L_var_05294	75712661	chr2	2664	A	747	1448	705	0	0	S
6652	PL13540	29140000	chrom8	6670	L_var_05369	77102757	chr2	2709	NA	747	1448	705	0	0	S
6653	PL13506	29177461	chrom8	6671	L_var_05301	75838282	chr2	2666	NA	747	1448	705	0	0	S
6654	PL14070	29216044	chrom8	6672	L_var_05300	75782747	chr2	2665	J1	747	1448	705	0	0	S
6655	PL14053	29234065	chrom8	6673	L_var_05303	75868597	chr2	2667	G	747	1448	705	0	0	S
6656	PL15352	29234549	chrom8	6674	L_var_05302	75868777	chr2	2668	B2	747	1448	705	0	0	S
6657	PL13307	29257330	chrom8	6675	L_var_05305	75899457	chr2	2669	NA	747	1448	705	0	0	S
6658	PL14372	29271235	chrom8	6676	L_var_05309	75973048	chr2	2671	NA	747	1448	705	0	0	S
6659	PL13775	29272620	chrom8	6677	L_var_05308	75935179	chr2	2670	NA	747	1448	705	0	0	S
6660	PL13961	29289317	chrom8	6678	L_var_05312	76009248	chr2	2672	G	747	1448	705	0	0	S
6661	PL14291	29385374	chrom8	6679	L_var_05313	76064853	chr2	2673	C2	747	1448	705	0	0	S
6662	PL14309	29462445	chrom8	6680	L_var_05316	76118335	chr2	2674	NA	747	1448	705	0	0	S
6663	PL14208	29466685	chrom8	6681	L_var_05317	76156036	chr2	2675	F	747	1448	705	0	0	S
6664	PL13784	29529007	chrom8	6682	L_var_05318	76181115	chr2	2676	G	747	1448	705	0	0	S
6665	PL13624	29576010	chrom8	6683	L_var_05319	76259295	chr2	2677	G	747	1448	705	0	0	S
6666	PL15323	29581628	chrom8	6684	L_var_05537	82083179	chr2	2834	G	747	1448	705	0	0	S
6667	PL14759	29639230	chrom8	6685	L_var_05538	82109434	chr2	2835	G	747	1448	705	0	0	S
6668	PL13327	29939674	chrom8	6686	L_var_05540	82196374	chr2	2837	NA	747	1448	705	0	0	S
6669	PL13821	29999038	chrom8	6688	L_var_05539	82139840	chr2	2836	NA	747	1448	705	0	0	S
6670	PL14903	30029861	chrom8	6689	L_var_05541	82253509	chr2	2838	NA	747	1448	705	0	0	S
6671	PL13334	30117074	chrom8	6690	L_var_05542	82282271	chr2	2839	G	747	1448	705	0	0	S
6672	PL14359	30120392	chrom8	6691	L_var_05361	76950093	chr2	2704	NA	747	1448	705	0	0	S
6673	PL14407	30140943	chrom8	6692	L_var_05365	77021036	chr2	2706	G	747	1448	705	0	0	S
6674	PL13636	30141168	chrom8	6693	L_var_05364	77020066	chr2	2705	G	747	1448	705	0	0	S
6675	PL13664	30156496	chrom8	6694	L_var_05367	77040557	chr2	2707	NA	747	1448	705	0	0	S
6676	PL15134	30202833	chrom8	6695	L_var_05368	77094613	chr2	2708	G	747	1448	705	0	0	S
6677	PL14377	30243680	chrom8	6696	L_var_05370	77121521	chr2	2710	NA	747	1448	705	0	0	S
6678	PL13642	30276792	chrom8	6697	L_var_05372	77182390	chr2	2712	G	747	1448	705	0	0	S
6679	PL14441	30383668	chrom8	6699	L_var_04730	61942863	chr2	2311	G	747	1448	705	0	0	S
6680	PL15110	30383896	chrom8	6700	L_var_04729	61904567	chr2	2310	G	747	1448	705	0	0	S
6681	PL15259	30435454	chrom8	6701	L_var_04727	61858044	chr2	2309	NA	747	1448	705	0	0	S
6682	PL13831	30455236	chrom8	6702	L_var_04726	61850192	chr2	2308	H	747	1448	705	0	0	S
6683	PL14317	30587847	chrom8	6703	L_var_04725	61823416	chr2	2307	NA	747	1448	705	0	0	S
6684	PL13429	30710288	chrom8	6704	L_var_04724	61671846	chr2	2306	NA	747	1448	705	0	0	S
6685	PL14563	30717020	chrom8	6705	L_var_04723	61608911	chr2	2305	G	747	1448	705	0	0	S
6686	PL14714	30787302	chrom8	6706	L_var_04722	61562169	chr2	2304	G	747	1448	705	0	0	S
6687	PL14573	30787773	chrom8	6707	L_var_04720	61547948	chr2	2303	G	747	1448	705	0	0	S
6688	PL13938	30926195	chrom8	6708	L_var_04716	61438888	chr2	2302	G	747	1448	705	0	0	S
6689	PL13317	30947381	chrom8	6709	L_var_04715	61415405	chr2	2301	NA	747	1448	705	0	0	S
6690	PL13638	31048754	chrom8	6710	L_var_04713	61369279	chr2	2300	G	747	1448	705	0	0	S
6691	PL13733	31061318	chrom8	6711	L_var_04712	61351109	chr2	2299	NA	747	1448	705	0	0	S
6692	PL15186	31174163	chrom8	6712	L_var_04711	61294868	chr2	2298	NA	747	1448	705	0	0	S
6693	PL15163	31508437	chrom8	6713	L_var_04710	61240569	chr2	2297	G	747	1448	705	0	0	S
6694	PL15130	31508504	chrom8	6714	L_var_04708	61180602	chr2	2296	H	747	1448	705	0	0	S
6695	PL13904	31648014	chrom8	6715	L_var_04705	61076232	chr2	2295	NA	747	1448	705	0	0	S
6696	PL13516	31705980	chrom8	6716	L_var_05195	72940082	chr2	2598	NA	747	1448	705	0	0	S
6697	PL13424	31727444	chrom8	6717	L_var_05194	72917089	chr2	2597	G	747	1448	705	0	0	S
6698	PL14302	31733974	chrom8	6718	L_var_05192	72844156	chr2	2596	G	747	1448	705	0	0	S
6699	PL14446	31864900	chrom8	6719	L_var_05191	72816247	chr2	2595	G	747	1448	705	0	0	S
6700	PL14590	31865452	chrom8	6720	L_var_05190	72803692	chr2	2594	G	747	1448	705	0	0	S
6701	PL14394	31968805	chrom8	6721	L_var_05189	72776034	chr2	2593	G	747	1448	705	0	0	S
6702	PL14157	31984956	chrom8	6722	L_var_05187	72710278	chr2	2592	G	747	1448	705	0	0	S
6703	PL13598	32008187	chrom8	6723	L_var_05186	72685377	chr2	2591	NA	747	1448	705	0	0	S
6704	PL14883	32020885	chrom8	6724	L_var_05184	72658584	chr2	2590	G	747	1448	705	0	0	S
6705	PL15052	32054758	chrom8	6725	L_var_05183	72640159	chr2	2589	J1	747	1448	705	0	0	S
6706	PL14097	32055249	chrom8	6726	L_var_05182	72639943	chr2	2588	N	747	1448	705	0	0	S
6707	PL14944	32078778	chrom8	6727	L_var_05181	72620580	chr2	2587	G	747	1448	705	0	0	S
6708	PL15265	32113824	chrom8	6728	L_var_05180	72608502	chr2	2586	G	747	1448	705	0	0	S
6709	PL13779	32159197	chrom8	6729	L_var_05176	72539738	chr2	2583	C2	747	1448	705	0	0	S
