s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	CLG2
BL18085	11948060	BFL_8	4062	g201182	19889555	scaffold_8	7319	CLGM	CLGM
BL18213	13893367	BFL_8	4100	g202627	25619628	scaffold_8	7349	CLGM	CLGM
BL18256	14576361	BFL_8	4118	g202857	26437462	scaffold_8	7353	CLGM	CLGM
BL21236	22192691	BFL_8	4239	g203672	29604972	scaffold_8	7389	CLGM	CLGM
BL18107	12289503	BFL_8	4068	g179838	16834738	scaffold_6	7503	CLGM	CLGM
BL13094	24538833	BFL_8	4258	g177935	9139052	scaffold_6	7452	CLGM	CLGM
BL23378	10191157	BFL_9	4378	g92762	17328968	scaffold_18	178	CLGK	CLGK
BL23483	12165852	BFL_9	4411	g97899	42979485	scaffold_18	490	CLGK	CLGK
BL23586	13742230	BFL_9	4453	g98408	45734091	scaffold_18	529	CLGK	CLGK
BL06559	17185773	BFL_9	4488	g92211	14500667	scaffold_18	146	CLGK	CLGK
BL13590	20728084	BFL_9	4540	g90103	4574920	scaffold_18	25	CLGK	CLGK
BL16337	3172883	BFL_9	4287	g132638	25348038	scaffold_2	954	CLGK	CLGK
BL23291	8267984	BFL_9	4348	g130661	15345594	scaffold_2	850	CLGK	CLGK
BL23387	10346439	BFL_9	4382	g130341	13999683	scaffold_2	835	CLGK	CLGK
BL23509	12527052	BFL_9	4423	g138067	50053917	scaffold_2	1211	CLGK	CLGK
BL23535	12897910	BFL_9	4435	g131891	21260029	scaffold_2	912	CLGK	CLGK
BL06532	16788245	BFL_9	4481	g134022	33535774	scaffold_2	1035	CLGK	CLGK
BL13568	21051594	BFL_9	4552	g132886	26579670	scaffold_2	973	CLGK	CLGK
BL08404	23012512	BFL_9	4599	g139029	54606963	scaffold_2	1258	CLGK	CLGK
BL27285	24103356	BFL_9	4608	g127529	174703	scaffold_2	680	CLGK	CLGK
BL21006	7929808	BFL_9	4339	g159716	29612834	scaffold_4	1691	CLGK	CLGK
BL21021	8209117	BFL_9	4345	g162181	41897166	scaffold_4	1864	CLGK	CLGK
BL23432	11228735	BFL_9	4393	g163243	47704695	scaffold_4	1910	CLGK	CLGK
BL13500	21821643	BFL_9	4579	g156889	15455859	scaffold_4	1479	CLGK	CLGK
BL23335	9139441	BFL_9	4361	g73183	29334681	scaffold_16	2326	CLGK	CLGK
BL13625	20243211	BFL_9	4526	g68109	2468543	scaffold_16	2004	CLGK	CLGK
BL13563	21088869	BFL_9	4554	g73205	29431239	scaffold_16	2328	CLGK	CLGK
BL08392	22795056	BFL_9	4594	g68784	6135034	scaffold_16	2042	CLGK	CLGK
BL16297	17217	BFL_9	4273	g107332	21714684	scaffold_19	2758	CLGK	CLGK
BL16298	46966	BFL_9	4274	g111457	42621418	scaffold_19	2984	CLGK	CLGK
BL16302	257372	BFL_9	4275	g108706	29084345	scaffold_19	2842	CLGK	CLGK
BL08836	2397580	BFL_9	4279	g104680	9759982	scaffold_19	2638	CLGK	CLGK
BL08829	2504408	BFL_9	4280	g111120	40757735	scaffold_19	2963	CLGK	CLGK
BL08826	2604304	BFL_9	4282	g103779	6106165	scaffold_19	2594	CLGK	CLGK
BL16339	3145906	BFL_9	4286	g106019	15421225	scaffold_19	2704	CLGK	CLGK
BL16326	3574005	BFL_9	4288	g111758	44347369	scaffold_19	3007	CLGK	CLGK
BL20791	4012013	BFL_9	4289	g112294	47304694	scaffold_19	3037	CLGK	CLGK
BL20792	4022791	BFL_9	4290	g110496	37311222	scaffold_19	2924	CLGK	CLGK
BL20793	4077471	BFL_9	4291	g112313	47430449	scaffold_19	3040	CLGK	CLGK
BL20798	4172070	BFL_9	4292	g108104	25839678	scaffold_19	2814	CLGK	CLGK
BL20805	4227082	BFL_9	4294	g104786	10083215	scaffold_19	2646	CLGK	CLGK
BL20823	4538394	BFL_9	4296	g110490	37290824	scaffold_19	2923	CLGK	CLGK
BL20826	4579618	BFL_9	4297	g107911	24938885	scaffold_19	2804	CLGK	CLGK
BL20827	4630104	BFL_9	4298	g107928	25009416	scaffold_19	2805	CLGK	CLGK
BL20835	4764913	BFL_9	4299	g104588	9438324	scaffold_19	2632	CLGK	CLGK
BL20843	4829612	BFL_9	4301	g110633	38249257	scaffold_19	2938	CLGK	CLGK
BL20874	5082570	BFL_9	4303	g111869	45025424	scaffold_19	3010	CLGK	CLGK
BL20876	5126098	BFL_9	4304	g110576	37775968	scaffold_19	2933	CLGK	CLGK
BL20900	5448130	BFL_9	4307	g111951	45491401	scaffold_19	3017	CLGK	CLGK
BL20903	5539679	BFL_9	4308	g108770	29432446	scaffold_19	2847	CLGK	CLGK
BL20906	5636680	BFL_9	4309	g108778	29512806	scaffold_19	2848	CLGK	CLGK
BL20919	6001051	BFL_9	4310	g107944	25066486	scaffold_19	2806	CLGK	CLGK
BL20926	6271996	BFL_9	4312	g112301	47342723	scaffold_19	3039	CLGK	CLGK
BL20927	6344067	BFL_9	4313	g111469	42655432	scaffold_19	2986	CLGK	CLGK
BL20936	6648707	BFL_9	4314	g106145	16076467	scaffold_19	2712	CLGK	CLGK
BL20937	6698332	BFL_9	4315	g104111	7480781	scaffold_19	2615	CLGK	CLGK
BL20938	6711897	BFL_9	4316	g104492	9095199	scaffold_19	2626	CLGK	CLGK
BL20940	6724027	BFL_9	4317	g104498	9105998	scaffold_19	2627	CLGK	CLGK
BL20944	6868380	BFL_9	4318	g111567	43291965	scaffold_19	2993	CLGK	CLGK
BL20945	6896314	BFL_9	4319	g111562	43264874	scaffold_19	2992	CLGK	CLGK
BL20946	6902002	BFL_9	4320	g111557	43240708	scaffold_19	2991	CLGK	CLGK
BL20956	6983955	BFL_9	4321	g112145	46644739	scaffold_19	3030	CLGK	CLGK
BL20957	6997617	BFL_9	4322	g105397	12572356	scaffold_19	2662	CLGK	CLGK
BL20959	7052056	BFL_9	4323	g107720	23938132	scaffold_19	2796	CLGK	CLGK
BL20963	7162578	BFL_9	4324	g107696	23830297	scaffold_19	2794	CLGK	CLGK
BL20970	7316096	BFL_9	4326	g107697	23844226	scaffold_19	2795	CLGK	CLGK
BL20974	7343166	BFL_9	4327	g108106	25853331	scaffold_19	2815	CLGK	CLGK
BL20977	7404801	BFL_9	4328	g110224	35899329	scaffold_19	2904	CLGK	CLGK
BL20978	7457794	BFL_9	4329	g107308	21617281	scaffold_19	2755	CLGK	CLGK
BL20982	7516180	BFL_9	4331	g111698	43939401	scaffold_19	3005	CLGK	CLGK
BL20985	7556319	BFL_9	4332	g112778	49872229	scaffold_19	3071	CLGK	CLGK
BL20986	7579212	BFL_9	4333	g107790	24329557	scaffold_19	2800	CLGK	CLGK
BL20990	7622755	BFL_9	4334	g112065	46115138	scaffold_19	3025	CLGK	CLGK
BL20997	7766819	BFL_9	4336	g106416	17459518	scaffold_19	2722	CLGK	CLGK
BL21011	8000047	BFL_9	4341	g110458	37114811	scaffold_19	2921	CLGK	CLGK
BL21012	8060211	BFL_9	4342	g112095	46343140	scaffold_19	3028	CLGK	CLGK
BL21014	8095699	BFL_9	4343	g104560	9331896	scaffold_19	2631	CLGK	CLGK
BL21015	8152935	BFL_9	4344	g111653	43717378	scaffold_19	2998	CLGK	CLGK
BL21023	8217532	BFL_9	4347	g109612	32949719	scaffold_19	2871	CLGK	CLGK
BL23312	8781855	BFL_9	4350	g107386	22024666	scaffold_19	2763	CLGK	CLGK
BL23313	8792818	BFL_9	4351	g107394	22076345	scaffold_19	2764	CLGK	CLGK
BL23314	8835496	BFL_9	4352	g107384	22011523	scaffold_19	2762	CLGK	CLGK
BL23315	8840410	BFL_9	4353	g108145	26037921	scaffold_19	2819	CLGK	CLGK
BL23317	8875171	BFL_9	4354	g108160	26112438	scaffold_19	2820	CLGK	CLGK
BL23318	8890034	BFL_9	4355	g111115	40735048	scaffold_19	2961	CLGK	CLGK
BL23320	8899733	BFL_9	4356	g111114	40730069	scaffold_19	2960	CLGK	CLGK
BL23322	8920962	BFL_9	4357	g105403	12598401	scaffold_19	2664	CLGK	CLGK
BL23323	8925746	BFL_9	4358	g105398	12584350	scaffold_19	2663	CLGK	CLGK
BL23324	8929694	BFL_9	4359	g108446	27667193	scaffold_19	2832	CLGK	CLGK
BL23336	9151943	BFL_9	4362	g110046	34915053	scaffold_19	2894	CLGK	CLGK
BL23338	9218339	BFL_9	4363	g102810	2402456	scaffold_19	2566	CLGK	CLGK
BL23341	9258164	BFL_9	4365	g113019	51069297	scaffold_19	3081	CLGK	CLGK
BL23347	9494923	BFL_9	4366	g112962	50818920	scaffold_19	3080	CLGK	CLGK
BL23349	9559204	BFL_9	4367	g109614	32965399	scaffold_19	2872	CLGK	CLGK
BL23350	9566380	BFL_9	4368	g105469	12860441	scaffold_19	2669	CLGK	CLGK
BL23358	9634279	BFL_9	4371	g107598	23324802	scaffold_19	2788	CLGK	CLGK
BL23359	9651161	BFL_9	4372	g102625	1634494	scaffold_19	2562	CLGK	CLGK
BL23360	9677058	BFL_9	4373	g103709	5786290	scaffold_19	2591	CLGK	CLGK
BL23363	9724586	BFL_9	4374	g111458	42628940	scaffold_19	2985	CLGK	CLGK
BL23380	10263700	BFL_9	4379	g107612	23390017	scaffold_19	2789	CLGK	CLGK
BL23381	10285299	BFL_9	4380	g107640	23509671	scaffold_19	2790	CLGK	CLGK
BL23386	10327872	BFL_9	4381	g111449	42551997	scaffold_19	2982	CLGK	CLGK
BL23388	10349218	BFL_9	4383	g111473	42671757	scaffold_19	2987	CLGK	CLGK
BL23390	10397823	BFL_9	4385	g105989	15313026	scaffold_19	2702	CLGK	CLGK
BL23391	10400822	BFL_9	4386	g111883	45091453	scaffold_19	3013	CLGK	CLGK
BL23396	10470188	BFL_9	4387	g107400	22121402	scaffold_19	2765	CLGK	CLGK
BL23403	10644837	BFL_9	4388	g111875	45061521	scaffold_19	3012	CLGK	CLGK
BL23418	10980436	BFL_9	4389	g108220	26395889	scaffold_19	2824	CLGK	CLGK
BL23427	11178099	BFL_9	4390	g109637	33048205	scaffold_19	2876	CLGK	CLGK
BL23429	11191499	BFL_9	4391	g109632	33022500	scaffold_19	2875	CLGK	CLGK
BL23430	11223177	BFL_9	4392	g109629	33010683	scaffold_19	2874	CLGK	CLGK
BL23435	11257863	BFL_9	4394	g107657	23550569	scaffold_19	2792	CLGK	CLGK
BL23439	11351766	BFL_9	4395	g104788	10099480	scaffold_19	2647	CLGK	CLGK
BL23440	11361777	BFL_9	4396	g104791	10107687	scaffold_19	2648	CLGK	CLGK
BL23442	11388004	BFL_9	4397	g111075	40622806	scaffold_19	2958	CLGK	CLGK
BL23445	11472895	BFL_9	4398	g107228	21177558	scaffold_19	2749	CLGK	CLGK
BL23448	11502983	BFL_9	4399	g111078	40634301	scaffold_19	2959	CLGK	CLGK
BL23462	11791729	BFL_9	4400	g111479	42688517	scaffold_19	2988	CLGK	CLGK
BL23464	11818761	BFL_9	4401	g110332	36400808	scaffold_19	2917	CLGK	CLGK
BL23474	12060567	BFL_9	4403	g112195	46863594	scaffold_19	3032	CLGK	CLGK
BL23475	12071893	BFL_9	4404	g111990	45700216	scaffold_19	3019	CLGK	CLGK
BL23476	12106522	BFL_9	4405	g110272	36174853	scaffold_19	2912	CLGK	CLGK
BL23477	12116689	BFL_9	4406	g110265	36164047	scaffold_19	2911	CLGK	CLGK
BL23478	12125602	BFL_9	4407	g110508	37384071	scaffold_19	2927	CLGK	CLGK
BL23479	12135480	BFL_9	4408	g110499	37352298	scaffold_19	2925	CLGK	CLGK
BL23481	12154007	BFL_9	4409	g110503	37364440	scaffold_19	2926	CLGK	CLGK
BL23482	12158755	BFL_9	4410	g108341	27241030	scaffold_19	2829	CLGK	CLGK
BL23484	12169537	BFL_9	4412	g102469	1043951	scaffold_19	2557	CLGK	CLGK
BL23486	12216152	BFL_9	4413	g110509	37408478	scaffold_19	2928	CLGK	CLGK
BL23487	12245856	BFL_9	4414	g110514	37431735	scaffold_19	2929	CLGK	CLGK
BL23488	12269106	BFL_9	4415	g105650	13906243	scaffold_19	2675	CLGK	CLGK
BL23490	12277416	BFL_9	4416	g105654	13916159	scaffold_19	2676	CLGK	CLGK
BL23491	12280328	BFL_9	4417	g111643	43635873	scaffold_19	2997	CLGK	CLGK
BL23492	12288908	BFL_9	4418	g111222	41202421	scaffold_19	2969	CLGK	CLGK
BL23493	12292764	BFL_9	4419	g110316	36359641	scaffold_19	2915	CLGK	CLGK
BL23495	12354757	BFL_9	4420	g110312	36331656	scaffold_19	2914	CLGK	CLGK
BL23506	12494073	BFL_9	4421	g102378	652880	scaffold_19	2555	CLGK	CLGK
BL23507	12504686	BFL_9	4422	g102994	3119990	scaffold_19	2571	CLGK	CLGK
BL23511	12567443	BFL_9	4424	g109866	34035132	scaffold_19	2888	CLGK	CLGK
BL23512	12586495	BFL_9	4425	g104229	7937451	scaffold_19	2622	CLGK	CLGK
BL23513	12595349	BFL_9	4426	g104234	7946756	scaffold_19	2623	CLGK	CLGK
BL23517	12616394	BFL_9	4427	g107342	21766606	scaffold_19	2759	CLGK	CLGK
BL23519	12654347	BFL_9	4428	g109769	33536253	scaffold_19	2885	CLGK	CLGK
BL23525	12780358	BFL_9	4429	g112599	49000567	scaffold_19	3059	CLGK	CLGK
BL23528	12820937	BFL_9	4430	g110389	36761701	scaffold_19	2918	CLGK	CLGK
BL23529	12837506	BFL_9	4431	g110391	36768307	scaffold_19	2919	CLGK	CLGK
BL23532	12869227	BFL_9	4432	g103521	5065275	scaffold_19	2585	CLGK	CLGK
BL23533	12877326	BFL_9	4433	g112688	49298138	scaffold_19	3064	CLGK	CLGK
BL23534	12891140	BFL_9	4434	g112696	49333764	scaffold_19	3065	CLGK	CLGK
BL23539	12974914	BFL_9	4437	g110014	34777358	scaffold_19	2893	CLGK	CLGK
BL23540	12980341	BFL_9	4438	g107413	22212713	scaffold_19	2768	CLGK	CLGK
BL23543	13013406	BFL_9	4440	g112706	49410761	scaffold_19	3066	CLGK	CLGK
BL23544	13054674	BFL_9	4441	g111526	43010628	scaffold_19	2990	CLGK	CLGK
BL23546	13183402	BFL_9	4442	g106047	15576428	scaffold_19	2707	CLGK	CLGK
BL23555	13336827	BFL_9	4444	g112061	46061560	scaffold_19	3024	CLGK	CLGK
BL23556	13348442	BFL_9	4445	g112504	48503186	scaffold_19	3053	CLGK	CLGK
BL23558	13363051	BFL_9	4446	g111684	43876543	scaffold_19	3004	CLGK	CLGK
BL23563	13486481	BFL_9	4447	g102488	1114629	scaffold_19	2558	CLGK	CLGK
BL23567	13562377	BFL_9	4448	g107423	22359054	scaffold_19	2772	CLGK	CLGK
BL23569	13571614	BFL_9	4450	g108837	29785086	scaffold_19	2851	CLGK	CLGK
BL23581	13675250	BFL_9	4452	g106043	15562381	scaffold_19	2706	CLGK	CLGK
BL23594	13954536	BFL_9	4456	g108877	30032876	scaffold_19	2854	CLGK	CLGK
BL23597	14019004	BFL_9	4457	g112036	45918771	scaffold_19	3023	CLGK	CLGK
BL23598	14038418	BFL_9	4458	g105916	14906992	scaffold_19	2697	CLGK	CLGK
BL23600	14048061	BFL_9	4459	g111308	41694093	scaffold_19	2973	CLGK	CLGK
BL23601	14063164	BFL_9	4460	g103000	3141581	scaffold_19	2572	CLGK	CLGK
BL23622	14245714	BFL_9	4462	g111279	41571582	scaffold_19	2971	CLGK	CLGK
BL23625	14263464	BFL_9	4463	g108838	29785349	scaffold_19	2852	CLGK	CLGK
BL23626	14284909	BFL_9	4464	g107414	22250541	scaffold_19	2769	CLGK	CLGK
BL06711	14410799	BFL_9	4465	g105984	15300284	scaffold_19	2700	CLGK	CLGK
BL06709	14457518	BFL_9	4466	g106022	15430493	scaffold_19	2705	CLGK	CLGK
BL06708	14496978	BFL_9	4467	g112534	48670167	scaffold_19	3056	CLGK	CLGK
BL06707	14566751	BFL_9	4468	g112516	48553947	scaffold_19	3055	CLGK	CLGK
BL06706	14615905	BFL_9	4469	g105985	15300696	scaffold_19	2701	CLGK	CLGK
BL06702	14653792	BFL_9	4471	g105146	11262130	scaffold_19	2653	CLGK	CLGK
BL06693	14784419	BFL_9	4473	g110829	39314154	scaffold_19	2947	CLGK	CLGK
BL06692	14797011	BFL_9	4474	g108913	30294143	scaffold_19	2857	CLGK	CLGK
BL06688	14838083	BFL_9	4475	g106015	15394342	scaffold_19	2703	CLGK	CLGK
BL06687	14858150	BFL_9	4476	g112027	45881441	scaffold_19	3022	CLGK	CLGK
BL06531	16774296	BFL_9	4480	g108530	28178125	scaffold_19	2838	CLGK	CLGK
BL07160	16815903	BFL_9	4482	g106139	16023291	scaffold_19	2711	CLGK	CLGK
BL06535	16825259	BFL_9	4483	g106137	16018399	scaffold_19	2710	CLGK	CLGK
BL06545	16926287	BFL_9	4485	g105855	14610799	scaffold_19	2690	CLGK	CLGK
BL06546	16950207	BFL_9	4486	g105864	14679254	scaffold_19	2691	CLGK	CLGK
BL06563	17237823	BFL_9	4491	g110167	35561934	scaffold_19	2901	CLGK	CLGK
BL06564	17241194	BFL_9	4492	g110158	35541287	scaffold_19	2900	CLGK	CLGK
BL06575	17431256	BFL_9	4493	g104553	9317130	scaffold_19	2630	CLGK	CLGK
BL06579	17497488	BFL_9	4494	g107579	23241714	scaffold_19	2787	CLGK	CLGK
BL06583	17591284	BFL_9	4495	g109022	30879701	scaffold_19	2860	CLGK	CLGK
BL06585	17651942	BFL_9	4496	g109037	30942688	scaffold_19	2861	CLGK	CLGK
BL06586	17677606	BFL_9	4497	g109040	30968968	scaffold_19	2862	CLGK	CLGK
BL06591	17738259	BFL_9	4498	g109018	30838815	scaffold_19	2859	CLGK	CLGK
BL06614	18168513	BFL_9	4502	g106454	17632679	scaffold_19	2726	CLGK	CLGK
BL06634	18420319	BFL_9	4503	g111318	41768740	scaffold_19	2975	CLGK	CLGK
BL06637	18494748	BFL_9	4504	g103405	4521333	scaffold_19	2581	CLGK	CLGK
BL13713	18929210	BFL_9	4509	g106241	16571644	scaffold_19	2715	CLGK	CLGK
BL13710	18953373	BFL_9	4510	g107246	21335529	scaffold_19	2750	CLGK	CLGK
BL13709	18979732	BFL_9	4511	g105784	14420288	scaffold_19	2687	CLGK	CLGK
BL13702	19061714	BFL_9	4513	g105913	14892382	scaffold_19	2696	CLGK	CLGK
BL13701	19087415	BFL_9	4514	g105902	14862861	scaffold_19	2694	CLGK	CLGK
BL13699	19109178	BFL_9	4515	g105895	14821950	scaffold_19	2693	CLGK	CLGK
BL13675	19461019	BFL_9	4517	g107419	22302149	scaffold_19	2771	CLGK	CLGK
BL13672	19489867	BFL_9	4519	g112605	49012499	scaffold_19	3060	CLGK	CLGK
BL13663	19577565	BFL_9	4522	g108734	29244804	scaffold_19	2845	CLGK	CLGK
BL13637	20101257	BFL_9	4523	g107190	20933210	scaffold_19	2742	CLGK	CLGK
BL13634	20124465	BFL_9	4525	g107992	25297405	scaffold_19	2811	CLGK	CLGK
BL13623	20284240	BFL_9	4528	g110842	39473839	scaffold_19	2949	CLGK	CLGK
BL13620	20341294	BFL_9	4529	g110681	38468486	scaffold_19	2941	CLGK	CLGK
BL13618	20377495	BFL_9	4530	g110755	38923760	scaffold_19	2942	CLGK	CLGK
BL13617	20430834	BFL_9	4531	g110789	39154247	scaffold_19	2943	CLGK	CLGK
BL13594	20636385	BFL_9	4537	g110155	35523214	scaffold_19	2899	CLGK	CLGK
BL13593	20645225	BFL_9	4538	g107120	20547140	scaffold_19	2740	CLGK	CLGK
BL13592	20649313	BFL_9	4539	g107107	20509059	scaffold_19	2739	CLGK	CLGK
BL13589	20774375	BFL_9	4541	g109692	33290764	scaffold_19	2883	CLGK	CLGK
BL13588	20798064	BFL_9	4542	g109700	33307108	scaffold_19	2884	CLGK	CLGK
BL13584	20823687	BFL_9	4544	g112088	46297126	scaffold_19	3027	CLGK	CLGK
BL13583	20850038	BFL_9	4545	g112081	46265555	scaffold_19	3026	CLGK	CLGK
BL13582	20858979	BFL_9	4546	g110889	39794022	scaffold_19	2950	CLGK	CLGK
BL13579	20891810	BFL_9	4548	g107210	21072667	scaffold_19	2745	CLGK	CLGK
BL13577	20920457	BFL_9	4549	g105885	14760969	scaffold_19	2692	CLGK	CLGK
BL13574	20965256	BFL_9	4550	g107208	21062717	scaffold_19	2744	CLGK	CLGK
BL13573	20979388	BFL_9	4551	g107214	21108393	scaffold_19	2746	CLGK	CLGK
BL13567	21066459	BFL_9	4553	g109065	31028927	scaffold_19	2863	CLGK	CLGK
BL13562	21098771	BFL_9	4555	g107220	21141427	scaffold_19	2748	CLGK	CLGK
BL13561	21111549	BFL_9	4556	g107215	21124826	scaffold_19	2747	CLGK	CLGK
BL13560	21120912	BFL_9	4557	g110428	36982477	scaffold_19	2920	CLGK	CLGK
BL13556	21197543	BFL_9	4559	g104745	9956105	scaffold_19	2642	CLGK	CLGK
BL13555	21202172	BFL_9	4560	g107296	21577518	scaffold_19	2753	CLGK	CLGK
BL13552	21212054	BFL_9	4561	g107290	21559813	scaffold_19	2752	CLGK	CLGK
BL13550	21224241	BFL_9	4562	g107280	21493865	scaffold_19	2751	CLGK	CLGK
BL13548	21299195	BFL_9	4563	g109093	31213665	scaffold_19	2864	CLGK	CLGK
BL13546	21359049	BFL_9	4564	g109097	31220720	scaffold_19	2865	CLGK	CLGK
BL13537	21466828	BFL_9	4565	g111066	40564669	scaffold_19	2957	CLGK	CLGK
BL13530	21517908	BFL_9	4566	g106299	16898344	scaffold_19	2719	CLGK	CLGK
BL13529	21550081	BFL_9	4567	g104762	10019461	scaffold_19	2644	CLGK	CLGK
BL13528	21574725	BFL_9	4568	g104775	10053985	scaffold_19	2645	CLGK	CLGK
BL13526	21589698	BFL_9	4569	g102592	1536988	scaffold_19	2561	CLGK	CLGK
BL13525	21600867	BFL_9	4570	g104540	9285580	scaffold_19	2629	CLGK	CLGK
BL13520	21658880	BFL_9	4571	g107412	22205848	scaffold_19	2767	CLGK	CLGK
BL13517	21704378	BFL_9	4572	g103543	5138788	scaffold_19	2587	CLGK	CLGK
BL13516	21712075	BFL_9	4573	g109691	33259096	scaffold_19	2882	CLGK	CLGK
BL13515	21721616	BFL_9	4574	g109689	33256152	scaffold_19	2881	CLGK	CLGK
BL13512	21735646	BFL_9	4576	g108713	29101865	scaffold_19	2843	CLGK	CLGK
BL13509	21771516	BFL_9	4577	g109685	33233225	scaffold_19	2880	CLGK	CLGK
BL13502	21809878	BFL_9	4578	g106640	18451089	scaffold_19	2730	CLGK	CLGK
BL13491	21849933	BFL_9	4581	g107383	22011196	scaffold_19	2761	CLGK	CLGK
BL13488	21878409	BFL_9	4582	g112345	47574346	scaffold_19	3043	CLGK	CLGK
BL08356	21985591	BFL_9	4583	g105736	14261358	scaffold_19	2685	CLGK	CLGK
BL08359	22029839	BFL_9	4584	g112589	48902916	scaffold_19	3058	CLGK	CLGK
BL08360	22045763	BFL_9	4585	g105973	15206316	scaffold_19	2698	CLGK	CLGK
BL08361	22054504	BFL_9	4586	g108906	30215353	scaffold_19	2856	CLGK	CLGK
BL08369	22172461	BFL_9	4587	g111660	43774357	scaffold_19	3000	CLGK	CLGK
BL08378	22585756	BFL_9	4588	g102317	434150	scaffold_19	2554	CLGK	CLGK
BL08379	22612776	BFL_9	4589	g110798	39165513	scaffold_19	2944	CLGK	CLGK
BL08384	22655699	BFL_9	4591	g107984	25280270	scaffold_19	2810	CLGK	CLGK
BL08389	22745644	BFL_9	4593	g105466	12839855	scaffold_19	2668	CLGK	CLGK
BL08393	22813606	BFL_9	4595	g110832	39338100	scaffold_19	2948	CLGK	CLGK
BL08394	22855167	BFL_9	4596	g108548	28256800	scaffold_19	2841	CLGK	CLGK
BL08396	22882347	BFL_9	4597	g108546	28248811	scaffold_19	2840	CLGK	CLGK
BL08397	22912705	BFL_9	4598	g110679	38454430	scaffold_19	2940	CLGK	CLGK
BL08405	23013140	BFL_9	4600	g110197	35722256	scaffold_19	2903	CLGK	CLGK
BL08410	23035146	BFL_9	4601	g110325	36376259	scaffold_19	2916	CLGK	CLGK
BL08430	23335958	BFL_9	4605	g109658	33155341	scaffold_19	2878	CLGK	CLGK
BL08431	23347327	BFL_9	4606	g109650	33093839	scaffold_19	2877	CLGK	CLGK
BL00053	24232976	BFL_9	4611	g110622	38158914	scaffold_19	2936	CLGK	CLGK
BL00051	24283123	BFL_9	4612	g110615	38118971	scaffold_19	2935	CLGK	CLGK
BL00048	24306367	BFL_9	4613	g110628	38218450	scaffold_19	2937	CLGK	CLGK
BL00039	24525122	BFL_9	4616	g105639	13860183	scaffold_19	2674	CLGK	CLGK
BL00037	24649827	BFL_9	4617	g107152	20774113	scaffold_19	2741	CLGK	CLGK
BL00028	25049069	BFL_9	4618	g104661	9688546	scaffold_19	2636	CLGK	CLGK
BL12118	2097889	BFL_9	4278	g15498	11008305	scaffold_11	3175	CLGK	CLGK
BL16344	3085657	BFL_9	4285	g18405	24491938	scaffold_11	3309	CLGK	CLGK
BL20839	4792129	BFL_9	4300	g14710	7048137	scaffold_11	3133	CLGK	CLGK
BL21007	7933342	BFL_9	4340	g15628	11563472	scaffold_11	3181	CLGK	CLGK
BL04907	2961226	BFL_9	4283	g189557	22967656	scaffold_7	3728	CLGK	CLGK
BL20891	5325557	BFL_9	4306	g185583	4302467	scaffold_7	3537	CLGK	CLGK
BL20981	7490306	BFL_9	4330	g191519	32164270	scaffold_7	3838	CLGK	CLGK
BL23326	8955343	BFL_9	4360	g189618	23148281	scaffold_7	3732	CLGK	CLGK
BL23357	9629892	BFL_9	4370	g190676	27925687	scaffold_7	3778	CLGK	CLGK
BL23541	12995707	BFL_9	4439	g187502	13397229	scaffold_7	3626	CLGK	CLGK
BL06647	18663783	BFL_9	4506	g186765	10045150	scaffold_7	3593	CLGK	CLGK
BL13624	20248269	BFL_9	4527	g189600	23100275	scaffold_7	3730	CLGK	CLGK
BL00045	24346055	BFL_9	4614	g186298	7887709	scaffold_7	3577	CLGK	CLGK
BL08621	1840838	BFL_9	4276	g5063	14984380	scaffold_10	4066	CLGK	CLGK
BL23354	9589849	BFL_9	4369	g4663	13047801	scaffold_10	4046	CLGK	CLGK
BL23366	9782564	BFL_9	4376	g7584	25455877	scaffold_10	4182	CLGK	CLGK
BL06701	14660470	BFL_9	4472	g4300	11603803	scaffold_10	4033	CLGK	CLGK
BL06598	17866827	BFL_9	4499	g9736	34718034	scaffold_10	4282	CLGK	CLGK
BL06649	18677243	BFL_9	4507	g6646	21550389	scaffold_10	4141	CLGK	CLGK
BL13613	20464375	BFL_9	4532	g7810	26272546	scaffold_10	4197	CLGK	CLGK
BL13608	20499648	BFL_9	4533	g7809	26272005	scaffold_10	4196	CLGK	CLGK
BL13580	20883370	BFL_9	4547	g8308	28156336	scaffold_10	4212	CLGK	CLGK
BL08425	23274719	BFL_9	4604	g7689	25820861	scaffold_10	4188	CLGK	CLGK
BL00055	24197084	BFL_9	4609	g4268	11459807	scaffold_10	4031	CLGK	CLGK
BL20860	5011080	BFL_9	4302	g82466	13991087	scaffold_17	4492	CLGK	CLGK
BL23389	10361944	BFL_9	4384	g81566	9816730	scaffold_17	4454	CLGK	CLGK
BL06560	17195748	BFL_9	4489	g81338	8837063	scaffold_17	4447	CLGK	CLGK
BL13599	20601281	BFL_9	4534	g83051	16890025	scaffold_17	4521	CLGK	CLGK
BL13557	21172880	BFL_9	4558	g83868	21004977	scaffold_17	4564	CLGK	CLGK
BL20998	7798847	BFL_9	4337	g145676	15022462	scaffold_3	4917	CLGK	CLGK
BL20999	7800087	BFL_9	4338	g145678	15025637	scaffold_3	4918	CLGK	CLGK
BL23340	9245734	BFL_9	4364	g146177	17241000	scaffold_3	4937	CLGK	CLGK
BL23365	9754450	BFL_9	4375	g143562	4565180	scaffold_3	4823	CLGK	CLGK
