s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
PL13420	21794740	chrom8	6591	LOC578618	33730302	scaffold_2	4069
PL14406	21854164	chrom8	6592	LOC755835	33773713	scaffold_2	4070
PL13579	21859431	chrom8	6593	LOC767501	33774033	scaffold_2	4071
PL15168	21908221	chrom8	6594	LOC105442321	33802147	scaffold_2	4072
PL15294	21932475	chrom8	6595	LOC586291	33825021	scaffold_2	4073
PL14640	21976330	chrom8	6596	LOC100889723	33862683	scaffold_2	4074
PL13692	21979993	chrom8	6597	LOC592058	34124363	scaffold_2	4075
PL14017	22001773	chrom8	6598	LOC100893043	34148884	scaffold_2	4076
PL15273	22082487	chrom8	6601	LOC105438058	34311413	scaffold_2	4078
PL14233	22093980	chrom8	6602	LOC575501	34337947	scaffold_2	4079
PL14943	22111077	chrom8	6603	LOC100894060	34359083	scaffold_2	4080
PL14361	22178050	chrom8	6604	LOC575450	34372851	scaffold_2	4081
PL13340	22251208	chrom8	6605	LOC575710	34494386	scaffold_2	4083
PL14884	22251284	chrom8	6606	LOC100888055	34494132	scaffold_2	4082
PL14165	22288281	chrom8	6607	LOC586687	34534138	scaffold_2	4084
PL14111	22290474	chrom8	6608	LOC764650	34534410	scaffold_2	4085
PL13371	22336325	chrom8	6609	LOC594665	34585447	scaffold_2	4086
PL14251	22370791	chrom8	6610	LOC583073	34626569	scaffold_2	4087
PL13819	22372032	chrom8	6611	LOC583048	34627246	scaffold_2	4088
PL14144	22401595	chrom8	6612	LOC105444538	34644399	scaffold_2	4089
PL14680	22451408	chrom8	6613	LOC105444533	34702359	scaffold_2	4090
PL14598	22452600	chrom8	6614	LOC574946	34703599	scaffold_2	4091
PL13336	22485044	chrom8	6615	LOC757026	34730063	scaffold_2	4092
PL15116	22497723	chrom8	6616	LOC574874	34743297	scaffold_2	4093
PL15124	22516457	chrom8	6617	LOC574808	34754076	scaffold_2	4094
PL14882	22637573	chrom8	6619	LOC574747	34820318	scaffold_2	4095
PL14629	22877761	chrom8	6620	LOC579154	35034344	scaffold_2	4096
PL13550	22908648	chrom8	6621	PMAR1	1332786	scaffold_2	3512
PL14946	23237637	chrom8	6622	LOC590448	35284035	scaffold_2	4098
PL14526	23251302	chrom8	6623	LOC100893407	35253900	scaffold_2	4097
PL15262	23279071	chrom8	6624	LOC590421	35301707	scaffold_2	4099
PL15336	23281320	chrom8	6625	LOC100893545	35302606	scaffold_2	4100
PL13422	23323295	chrom8	6626	LOC593673	35336455	scaffold_2	4101
PL14075	23323422	chrom8	6627	LOC757261	35336479	scaffold_2	4102
PL13316	23433614	chrom8	6628	LOC585985	35414582	scaffold_2	4103
PL14970	23438933	chrom8	6629	LOC586026	35417866	scaffold_2	4104
PL15199	23462664	chrom8	6630	LOC586069	35438445	scaffold_2	4105
PL14131	23470655	chrom8	6631	LOC586116	35443927	scaffold_2	4106
PL14963	23521769	chrom8	6632	LOC586142	35495255	scaffold_2	4107
PL14665	23530313	chrom8	6633	LOC588874	35501149	scaffold_2	4108
PL13960	23567190	chrom8	6634	LOC754512	35532192	scaffold_2	4109
PL13421	23600344	chrom8	6635	LOC754498	35564114	scaffold_2	4110
PL14638	23677197	chrom8	6636	LOC582183	35730641	scaffold_2	4111
PL14224	23838888	chrom8	6637	LOC582144	35802774	scaffold_2	4112
PL13616	23879478	chrom8	6638	LOC592143	35843822	scaffold_2	4113
PL13331	23888224	chrom8	6639	LOC763307	35876312	scaffold_2	4114
PL14071	23968727	chrom8	6640	LOC763319	35946362	scaffold_2	4115
PL14550	24010946	chrom8	6641	LOC594031	35953887	scaffold_2	4116
PL13805	24038293	chrom8	6642	LOC593425	36002426	scaffold_2	4117
PL13919	24089069	chrom8	6643	LOC584245	36059177	scaffold_2	4119
PL14712	24089177	chrom8	6644	LOC763357	36058861	scaffold_2	4118
PL14295	24138451	chrom8	6645	LOC584224	36122269	scaffold_2	4120
PL13907	24183154	chrom8	6646	LOC584206	36172362	scaffold_2	4121
PL13988	24221624	chrom8	6647	LOC100892420	19112562	scaffold_2	3858
PL13738	24326821	chrom8	6648	LOC594807	19213049	scaffold_2	3859
PL15031	24339779	chrom8	6649	LOC105441157	19214157	scaffold_2	3860
PL14218	24356385	chrom8	6650	LOC577389	19227106	scaffold_2	3861
PL14624	24358713	chrom8	6651	LOC591186	19228825	scaffold_2	3862
PL15093	24444440	chrom8	6652	LOC581376	19319223	scaffold_2	3863
PL13790	24513953	chrom8	6653	LOC594014	19347937	scaffold_2	3864
PL14852	24745756	chrom8	6654	LOC592196	19540971	scaffold_2	3865
PL13669	24772172	chrom8	6655	LOC753686	19541012	scaffold_2	3866
PL15189	24915939	chrom8	6657	LOC574993	19607247	scaffold_2	3867
PL14508	24946394	chrom8	6658	LOC585395	19639445	scaffold_2	3868
PL13576	25015347	chrom8	6659	LOC580390	19813936	scaffold_2	3869
PL15308	25080337	chrom8	6660	LOC587829	19820853	scaffold_2	3870
PL13387	25103956	chrom8	6661	LOC100892877	19886319	scaffold_2	3871
PL15220	25115079	chrom8	6662	LOC593069	19909842	scaffold_2	3872
PL13446	25132955	chrom8	6663	LOC753231	19925005	scaffold_2	3873
PL13816	25208710	chrom8	6664	LOC594463	19967447	scaffold_2	3874
PL15041	25228347	chrom8	6665	LOC574604	19992718	scaffold_2	3875
PL13574	25261038	chrom8	6666	LOC588157	20018185	scaffold_2	3876
PL14019	25261813	chrom8	6667	LOC592413	20025515	scaffold_2	3877
PL13394	25316277	chrom8	6668	LOC115926730	20656569	scaffold_2	3880
PL14274	25331183	chrom8	6669	LOC755286	20136502	scaffold_2	3879
PL14684	25376430	chrom8	6670	LOC578165	20099496	scaffold_2	3878
PL15159	25444989	chrom8	6671	LOC587111	20942656	scaffold_2	3883
PL14128	25454221	chrom8	6672	LOC587211	20945608	scaffold_2	3884
PL13306	25519279	chrom8	6673	LOC100889708	20987099	scaffold_2	3885
PL14511	25588196	chrom8	6675	LOC590967	33377927	scaffold_2	4063
PL13685	25753223	chrom8	6676	LOC100893287	33143175	scaffold_2	4061
PL13843	25774610	chrom8	6677	LOC592399	33475308	scaffold_2	4064
PL14082	25901984	chrom8	6678	LOC100890644	33278698	scaffold_2	4062
PL14337	26145926	chrom8	6679	LOC100890566	33606063	scaffold_2	4065
PL13855	26167281	chrom8	6680	LOC586391	33645452	scaffold_2	4067
PL13445	26184852	chrom8	6681	LOC586414	33659956	scaffold_2	4068
PL15088	26498761	chrom8	6685	LOC115926890	42216621	scaffold_2	4193
PL13955	26695109	chrom8	6688	LOC580915	42193199	scaffold_2	4192
PL14460	26878155	chrom8	6690	LOC100888616	42025052	scaffold_2	4190
PL13410	27735055	chrom8	6693	LOC593500	18439201	scaffold_2	3839
PL13806	27760876	chrom8	6694	LOC582820	24432073	scaffold_2	3951
PL13536	27796687	chrom8	6695	LOC593478	18382122	scaffold_2	3838
PL13887	27815953	chrom8	6696	LOC593465	18373261	scaffold_2	3837
PL14515	27816149	chrom8	6697	LOC578240	18373070	scaffold_2	3836
PL14853	28014703	chrom8	6698	LOC105438402	11513620	scaffold_2	3704
PL14241	28040601	chrom8	6699	LOC590207	11534392	scaffold_2	3707
PL13965	28040963	chrom8	6700	LOC115926662	11534296	scaffold_2	3706
PL14766	28251090	chrom8	6701	LOC584335	6806849	scaffold_2	3602
PL14745	28309577	chrom8	6702	LOC584360	6827701	scaffold_2	3603
PL13606	28339921	chrom8	6703	LOC584382	6852907	scaffold_2	3604
PL14983	28416708	chrom8	6704	MMP16	6905384	scaffold_2	3605
PL14617	28446307	chrom8	6705	LOC577128	6923016	scaffold_2	3606
PL13565	28491710	chrom8	6706	LOC586737	6959163	scaffold_2	3607
PL14160	28564581	chrom8	6707	LOC100890241	6998915	scaffold_2	3608
PL13686	28620673	chrom8	6708	LOC592970	7026268	scaffold_2	3609
PL15122	28741400	chrom8	6709	LOC105436700	10879119	scaffold_2	3687
PL14443	28838114	chrom8	6710	LOC579272	11097383	scaffold_2	3688
PL13543	28838417	chrom8	6711	LOC753011	11097827	scaffold_2	3689
PL14782	28895399	chrom8	6712	LOC582272	11142582	scaffold_2	3690
PL14118	28896137	chrom8	6713	LOC580512	11309281	scaffold_2	3697
PL13780	28898723	chrom8	6714	LOC100891361	11144102	scaffold_2	3691
PL13848	28915417	chrom8	6715	LOC100888281	11156985	scaffold_2	3692
PL15331	28959840	chrom8	6716	LOC105438595	11187849	scaffold_2	3693
PL14206	29011533	chrom8	6717	LOC105438594	11224776	scaffold_2	3694
PL14288	29054185	chrom8	6718	LOC582418	11265414	scaffold_2	3695
PL14050	29094455	chrom8	6719	LOC580577	11300323	scaffold_2	3696
PL14546	29136656	chrom8	6720	LOC582478	11342156	scaffold_2	3698
PL13540	29140000	chrom8	6721	LOC583047	7667423	scaffold_2	3632
PL13506	29177461	chrom8	6722	LOC586511	7766713	scaffold_2	3637
PL14070	29216044	chrom8	6723	LOC100893418	7726373	scaffold_2	3636
PL14053	29234065	chrom8	6724	LOC583093	7717759	scaffold_2	3635
PL15352	29234549	chrom8	6725	LOC583111	7717563	scaffold_2	3634
PL13307	29257330	chrom8	6726	LOC583069	7698622	scaffold_2	3633
PL14372	29271235	chrom8	6727	LOC753964	7602875	scaffold_2	3630
PL13775	29272620	chrom8	6728	LOC594204	7646280	scaffold_2	3631
PL13961	29289317	chrom8	6729	LOC585493	7572791	scaffold_2	3629
PL14291	29385374	chrom8	6730	LOC755586	7535737	scaffold_2	3628
PL13352	29389917	chrom8	6731	LOC581513	7534531	scaffold_2	3627
PL14309	29462445	chrom8	6732	LOC100889645	7507244	scaffold_2	3626
PL14208	29466685	chrom8	6733	LOC582626	7468222	scaffold_2	3625
PL13784	29529007	chrom8	6734	SERCA	7448619	scaffold_2	3624
PL13624	29576010	chrom8	6735	LOC581994	7369976	scaffold_2	3623
PL15323	29581628	chrom8	6736	LOC373525	9539505	scaffold_2	3668
PL14759	29639230	chrom8	6737	LOC581212	9493813	scaffold_2	3667
PL13327	29939674	chrom8	6738	LOC581154	9420076	scaffold_2	3665
PL13821	29999038	chrom8	6739	LOC584772	9451917	scaffold_2	3666
PL14903	30029861	chrom8	6740	LOC581086	9354336	scaffold_2	3664
PL13334	30117074	chrom8	6741	LOC580963	9322104	scaffold_2	3663
PL14359	30120392	chrom8	6742	LOC105440738	6656743	scaffold_2	3600
PL14407	30140943	chrom8	6743	LOC589089	6639827	scaffold_2	3598
PL13636	30141168	chrom8	6744	LOC589067	6640030	scaffold_2	3599
PL13664	30156496	chrom8	6745	LOC588946	6517230	scaffold_2	3595
PL15134	30202833	chrom8	6746	LOC582567	6574035	scaffold_2	3596
PL14377	30243680	chrom8	6747	LOC105437441	6490014	scaffold_2	3594
PL13642	30276792	chrom8	6748	LOC764741	6471302	scaffold_2	3593
PL14441	30383668	chrom8	6750	LOC764750	6445403	scaffold_2	3592
PL15110	30383896	chrom8	6751	LOC764759	6442594	scaffold_2	3591
PL14999	30401455	chrom8	6752	LOC577400	6428355	scaffold_2	3590
PL15259	30435454	chrom8	6753	LOC577459	6376459	scaffold_2	3589
PL13831	30455236	chrom8	6754	LOC584662	6369312	scaffold_2	3588
PL14317	30587847	chrom8	6755	LOC584690	6342809	scaffold_2	3587
PL13429	30710288	chrom8	6756	LOC581601	6198119	scaffold_2	3586
PL14563	30717020	chrom8	6757	LOC581649	6193020	scaffold_2	3585
PL14714	30787302	chrom8	6758	LOC581711	6170300	scaffold_2	3584
PL14573	30787773	chrom8	6759	LOC581758	6166979	scaffold_2	3583
PL13938	30926195	chrom8	6760	LOC764376	6034066	scaffold_2	3582
PL13638	31048754	chrom8	6761	LOC100888641	5993211	scaffold_2	3581
PL13733	31061318	chrom8	6762	LOC100888578	5992060	scaffold_2	3580
PL15186	31174163	chrom8	6763	LOC575378	5940292	scaffold_2	3579
PL15272	31325169	chrom8	6764	LOC115926621	5878348	scaffold_2	3578
PL15163	31508437	chrom8	6765	LOC586843	5783720	scaffold_2	3577
PL15130	31508504	chrom8	6766	LOC100888336	5783510	scaffold_2	3576
PL13904	31648014	chrom8	6767	LOC579101	5691489	scaffold_2	3575
PL13516	31705980	chrom8	6768	LOC100891534	16902111	scaffold_2	3814
PL13424	31727444	chrom8	6769	LOC588148	16873571	scaffold_2	3812
PL14302	31733974	chrom8	6770	LOC585956	16889552	scaffold_2	3813
PL14446	31864900	chrom8	6771	LOC588956	16787679	scaffold_2	3811
PL14590	31865452	chrom8	6772	LOC588936	16779318	scaffold_2	3810
PL14394	31968805	chrom8	6773	LOC588549	16670041	scaffold_2	3809
PL14157	31984956	chrom8	6774	LOC582600	16665838	scaffold_2	3808
PL13598	32008187	chrom8	6775	LOC582559	16643037	scaffold_2	3807
PL14883	32020885	chrom8	6776	LOC582497	16634967	scaffold_2	3806
PL15052	32054758	chrom8	6777	LOC105438669	16609220	scaffold_2	3805
PL14097	32055249	chrom8	6778	LOC763923	16608916	scaffold_2	3804
PL14944	32078778	chrom8	6779	LOC585468	16565795	scaffold_2	3803
PL15265	32113824	chrom8	6780	LOC593481	16457072	scaffold_2	3802
PL13779	32159197	chrom8	6781	LOC593454	16409625	scaffold_2	3800
PL13660	32159271	chrom8	6782	LOC593468	16410525	scaffold_2	3801
PL14344	32228916	chrom8	6783	LOC593440	16351081	scaffold_2	3799
PL13949	32229233	chrom8	6784	LOC583015	16350840	scaffold_2	3798
PL14568	32256259	chrom8	6785	LOC100888863	16296199	scaffold_2	3797
PL13886	32410534	chrom8	6786	LOC585059	21162197	scaffold_2	3889
PL13313	32426448	chrom8	6787	LOC592389	21094148	scaffold_2	3888
PL15060	32655080	chrom8	6790	LOC115926419	21185960	scaffold_2	3890
PL14889	32725106	chrom8	6791	LOC594644	21217101	scaffold_2	3891
PL13840	32730291	chrom8	6792	LOC586881	21222820	scaffold_2	3892
PL15131	32790647	chrom8	6793	LOC755056	21276677	scaffold_2	3893
PL14867	32794544	chrom8	6794	LOC594222	21279718	scaffold_2	3894
PL14043	32805627	chrom8	6795	LOC582583	21294770	scaffold_2	3895
PL15214	32841618	chrom8	6796	LOC576815	21328812	scaffold_2	3896
PL15027	32862750	chrom8	6797	LOC752562	21350995	scaffold_2	3897
PL13766	32892345	chrom8	6798	LOC100892038	21378460	scaffold_2	3898
PL13304	32905739	chrom8	6799	LOC752670	21409547	scaffold_2	3899
PL13874	32990560	chrom8	6800	LOC587864	21413407	scaffold_2	3900
PL13770	33022821	chrom8	6801	LOC100891821	21460288	scaffold_2	3901
PL14781	33095628	chrom8	6802	LOC591745	21507996	scaffold_2	3903
PL14969	33095682	chrom8	6803	LOC100891745	21507934	scaffold_2	3902
PL13699	33129596	chrom8	6804	LOC100891589	21534704	scaffold_2	3904
PL13862	33143965	chrom8	6805	LOC100891446	21546548	scaffold_2	3906
PL14025	33144224	chrom8	6806	LOC577456	21542982	scaffold_2	3905
PL14363	33251337	chrom8	6807	LOC575255	21657722	scaffold_2	3908
PL15209	33251467	chrom8	6808	LOC575326	21657649	scaffold_2	3907
PL13910	33314864	chrom8	6809	LOC575184	21704949	scaffold_2	3909
PL14581	33458745	chrom8	6813	LOC757011	21717192	scaffold_2	3911
PL14034	33483415	chrom8	6814	LOC115926742	22003914	scaffold_2	3912
PL14412	33550253	chrom8	6815	LOC585297	22037819	scaffold_2	3913
PL13511	33563719	chrom8	6816	LOC585280	22046877	scaffold_2	3914
PL14442	33596905	chrom8	6817	LOC585517	22111989	scaffold_2	3915
PL14803	33633524	chrom8	6818	LOC100890543	22131667	scaffold_2	3916
PL15296	33641957	chrom8	6819	LOC100891241	22159060	scaffold_2	3917
PL14238	33650579	chrom8	6820	LOC754845	22163335	scaffold_2	3918
PL14559	33753187	chrom8	6821	LOC593086	22352083	scaffold_2	3919
PL13695	33759288	chrom8	6822	LOC593074	22365914	scaffold_2	3920
PL15234	33766098	chrom8	6823	LOC115918233	22411838	scaffold_2	3921
PL15261	34029497	chrom8	6824	LOC589785	22632898	scaffold_2	3924
PL14174	34080711	chrom8	6825	LOC589368	22689608	scaffold_2	3925
PL14981	34122857	chrom8	6826	LOC115918829	23697822	scaffold_2	3935
PL13964	34167584	chrom8	6827	LOC592506	23729603	scaffold_2	3936
PL14530	34171260	chrom8	6828	LOC753339	22727858	scaffold_2	3926
PL15187	34214403	chrom8	6829	LOC586345	22758369	scaffold_2	3927
PL15097	34222537	chrom8	6830	LOC115926750	22771945	scaffold_2	3928
PL13497	34324599	chrom8	6831	LOC582089	23805093	scaffold_2	3937
PL13457	34326431	chrom8	6832	LOC582130	23806286	scaffold_2	3938
PL13460	34380158	chrom8	6833	LOC582170	22875376	scaffold_2	3929
PL14777	34382502	chrom8	6834	LOC588854	23864148	scaffold_2	3939
PL13601	34434836	chrom8	6835	LOC592927	22947983	scaffold_2	3930
PL14773	34711150	chrom8	6836	LOC115926765	23940178	scaffold_2	3940
PL14290	34743139	chrom8	6837	LOC115918063	22977430	scaffold_2	3931
PL13551	34771400	chrom8	6838	LOC757112	24013570	scaffold_2	3941
PL14035	34771971	chrom8	6839	LOC575663	23003268	scaffold_2	3932
PL14711	34810234	chrom8	6840	LOC100888221	24082462	scaffold_2	3942
PL15268	34918377	chrom8	6841	LOC585896	24187308	scaffold_2	3943
PL14125	35008846	chrom8	6842	LOC589842	24237234	scaffold_2	3945
PL13369	35009138	chrom8	6843	LOC100890009	24237232	scaffold_2	3944
PL15033	35021022	chrom8	6844	LOC100889667	24253452	scaffold_2	3946
PL13909	35037965	chrom8	6845	LOC105445152	24274219	scaffold_2	3947
PL13393	35046027	chrom8	6846	LOC585090	25229011	scaffold_2	3964
PL14797	35094944	chrom8	6847	LOC585114	25165773	scaffold_2	3963
PL13941	35120343	chrom8	6848	LOC754340	25149486	scaffold_2	3962
PL14375	35138928	chrom8	6849	LOC373434	25137931	scaffold_2	3961
PL15148	35215843	chrom8	6850	LOC585680	25102478	scaffold_2	3960
PL14780	35237059	chrom8	6851	LOC756370	25074292	scaffold_2	3959
PL15201	35303408	chrom8	6852	LOC105442119	24963126	scaffold_2	3958
PL13582	35330223	chrom8	6853	LOC763846	24919179	scaffold_2	3957
PL13698	35377217	chrom8	6855	LOC582658	24891156	scaffold_2	3956
PL14926	35440465	chrom8	6856	LOC580491	24852453	scaffold_2	3955
PL13372	35498330	chrom8	6857	LOC580431	24813927	scaffold_2	3954
PL15330	35502361	chrom8	6858	LOC580372	24813920	scaffold_2	3953
PL13595	35549000	chrom8	6859	LOC581519	24686118	scaffold_2	3952
PL14544	35550232	chrom8	6860	LOC594130	24406612	scaffold_2	3950
PL15155	35580511	chrom8	6861	LOC764728	24375241	scaffold_2	3949
PL14013	35678731	chrom8	6862	LOC764716	24278081	scaffold_2	3948
PL14507	35921615	chrom8	6864	LOC763713	29491648	scaffold_2	4021
PL15280	35933248	chrom8	6865	LOC115926808	31181413	scaffold_2	4033
PL14923	35935182	chrom8	6866	LOC580235	31175775	scaffold_2	4032
PL14289	36029573	chrom8	6867	LOC586981	31064953	scaffold_2	4031
PL13975	36066400	chrom8	6868	LOC100890523	29335654	scaffold_2	4020
PL14682	36110822	chrom8	6869	LOC581517	31034855	scaffold_2	4030
PL14965	36174682	chrom8	6870	LOC592544	31027980	scaffold_2	4029
PL13482	36222544	chrom8	6871	LOC592789	30963899	scaffold_2	4028
PL14203	36348529	chrom8	6873	LOC762415	37350037	scaffold_2	4139
PL14676	36470707	chrom8	6874	LOC105438750	37171929	scaffold_2	4138
PL14246	36605406	chrom8	6875	LOC578923	37118001	scaffold_2	4137
PL14728	36614594	chrom8	6876	LOC592814	37084180	scaffold_2	4136
PL13931	36729898	chrom8	6877	LOC584347	36994395	scaffold_2	4135
PL14694	36737342	chrom8	6878	LOC589835	36988781	scaffold_2	4134
PL14888	36755353	chrom8	6879	LOC762494	36979592	scaffold_2	4133
PL13339	36823890	chrom8	6881	LOC586976	36875068	scaffold_2	4132
PL15170	36853692	chrom8	6882	LOC581811	26189321	scaffold_2	3987
PL15036	36938950	chrom8	6883	LOC578832	26258196	scaffold_2	3988
PL15111	36960125	chrom8	6884	LOC590906	26273097	scaffold_2	3989
PL15118	37003806	chrom8	6885	LOC757080	26304335	scaffold_2	3990
PL15046	37028506	chrom8	6886	LOC578071	26351363	scaffold_2	3991
PL14928	37065567	chrom8	6887	LOC100888793	26356154	scaffold_2	3992
PL14294	37077058	chrom8	6888	LOC105440025	26372064	scaffold_2	3993
PL14092	37099840	chrom8	6889	LOC764152	26389711	scaffold_2	3994
PL14236	37264610	chrom8	6890	LOC594670	26503264	scaffold_2	3995
PL14510	37305066	chrom8	6891	LOC764185	26524152	scaffold_2	3996
PL14032	37594177	chrom8	6892	Tbx2/3	26775399	scaffold_2	3997
PL15057	37788437	chrom8	6893	LOC576476	26928616	scaffold_2	3998
PL14915	37876975	chrom8	6894	LOC100889097	26963203	scaffold_2	3999
PL13736	38187096	chrom8	6895	LOC115926452	27071081	scaffold_2	4000
PL14587	38849506	chrom8	6897	LOC583301	27192971	scaffold_2	4001
PL14384	38923536	chrom8	6899	LOC575704	27248320	scaffold_2	4002
PL15002	39018326	chrom8	6902	LOC100888698	27316132	scaffold_2	4003
PL14011	39043777	chrom8	6903	LOC115926456	27487809	scaffold_2	4004
PL15169	39572462	chrom8	6905	LOC115918833	27777981	scaffold_2	4005
PL13929	40492156	chrom8	6909	LOC582875	27910706	scaffold_2	4006
PL14798	40509151	chrom8	6911	LOC115926791	27944411	scaffold_2	4007
PL14973	40540962	chrom8	6913	LOC756610	28021749	scaffold_2	4008
PL15225	40594557	chrom8	6914	LOC589861	28048864	scaffold_2	4009
PL14110	40599847	chrom8	6915	LOC583535	28050197	scaffold_2	4010
PL13326	40615610	chrom8	6916	LOC583558	28061929	scaffold_2	4011
PL14726	40876483	chrom8	6919	LOC579985	28303730	scaffold_2	4012
PL15053	41423320	chrom8	6925	LOC100893346	28690123	scaffold_2	4013
PL13501	41503869	chrom8	6926	LOC100893494	25898145	scaffold_2	3979
PL14440	41618519	chrom8	6927	LOC764519	25990969	scaffold_2	3980
PL13959	41628305	chrom8	6928	LOC115926781	26078090	scaffold_2	3982
PL13796	41651569	chrom8	6929	LOC576140	26008817	scaffold_2	3981
PL13680	41753956	chrom8	6930	LOC100888049	36680632	scaffold_2	4128
PL14736	41795117	chrom8	6931	LOC591139	36734122	scaffold_2	4129
PL14647	41807058	chrom8	6932	LOC100894040	36748113	scaffold_2	4130
PL15208	41839195	chrom8	6933	LOC577303	36805144	scaffold_2	4131
PL15180	41876128	chrom8	6934	LOC583491	26179654	scaffold_2	3986
PL14239	41923433	chrom8	6935	LOC577474	26174099	scaffold_2	3985
PL15016	42029289	chrom8	6936	LOC583929	36595511	scaffold_2	4127
PL14351	42074487	chrom8	6937	LOC105446953	26099515	scaffold_2	3983
PL14314	42086046	chrom8	6938	LOC585740	36588832	scaffold_2	4126
PL13384	42149798	chrom8	6939	LOC105444154	36497509	scaffold_2	4124
PL14789	42614159	chrom8	6940	LOC585757	36573651	scaffold_2	4125
PL13985	42707482	chrom8	6941	LOC579636	36479801	scaffold_2	4123
PL13587	42927151	chrom8	6942	LOC100892331	36295163	scaffold_2	4122
PL14272	42983612	chrom8	6943	LOC373512	19102028	scaffold_2	3857
PL14269	43090781	chrom8	6944	LOC100888895	17616630	scaffold_2	3829
PL13838	43131034	chrom8	6945	LOC581254	19031096	scaffold_2	3856
PL15012	43141329	chrom8	6946	LOC589619	19029030	scaffold_2	3855
PL13315	43169218	chrom8	6947	LOC589646	19005050	scaffold_2	3854
PL14933	43194493	chrom8	6948	LOC576981	18995125	scaffold_2	3853
PL14864	43194737	chrom8	6949	LOC577163	18994745	scaffold_2	3852
PL14902	43248816	chrom8	6950	LOC100890064	18969466	scaffold_2	3851
PL14672	43304105	chrom8	6951	LOC115926717	18955217	scaffold_2	3850
PL13830	43325186	chrom8	6952	LOC576134	18934143	scaffold_2	3849
PL14513	43407545	chrom8	6953	LOC373476	18894325	scaffold_2	3848
PL14417	43524044	chrom8	6954	TPC1	18795837	scaffold_2	3847
PL13869	43524136	chrom8	6955	LOC579683	18795524	scaffold_2	3846
PL13348	43647827	chrom8	6956	LOC585491	18704251	scaffold_2	3845
PL13324	43755174	chrom8	6957	LOC100891447	18634102	scaffold_2	3844
PL14593	43796500	chrom8	6958	LOC592902	18581644	scaffold_2	3843
PL15015	43896013	chrom8	6959	LOC115926715	18552437	scaffold_2	3842
PL15087	43944589	chrom8	6960	LOC764703	18535353	scaffold_2	3841
PL14913	44331197	chrom8	6963	LOC586058	42417796	scaffold_2	4197
PL15000	44348534	chrom8	6964	LOC591435	42400672	scaffold_2	4196
PL13433	44454204	chrom8	6966	LOC588405	42336979	scaffold_2	4195
PL14894	44525389	chrom8	6969	LOC578449	42242257	scaffold_2	4194
PL13958	44627069	chrom8	6971	LOC115926884	42017390	scaffold_2	4189
PL13404	6997968	chrom8	6317	LOC105446277	31385702	scaffold_3	4590
PL14936	22019450	chrom8	6599	LOC115928849	25707964	scaffold_3	4486
PL14835	8830956	chrom8	6349	LOC100891081	13774418	scaffold_7	4959
PL15181	33411237	chrom8	6810	LOC580201	14898007	scaffold_7	4991
PL15133	33413470	chrom8	6811	LOC100893790	14894176	scaffold_7	4990
PL15085	565837	chrom8	6234	LOC115923849	32543654	scaffold_14	5973
PL14491	39687696	chrom8	6906	LOC115923730	12123380	scaffold_14	5676
PL15069	12833084	chrom8	6428	LOC115923330	27846498	scaffold_13	6409
PL14710	22542784	chrom8	6618	LOC100893529	34595628	scaffold_13	6459
PL15092	30295159	chrom8	6749	LOC593102	6044260	scaffold_13	6133
PL15211	35843923	chrom8	6863	LOC115923256	28386206	scaffold_13	6410
PL15160	20322721	chrom8	6571	LOC586838	16291727	scaffold_15	6759
PL14449	32490313	chrom8	6788	LOC115924329	9208182	scaffold_15	6660
PL13947	9094288	chrom8	6351	LOC105438503	17830902	scaffold_4	7330
PL13549	19865889	chrom8	6564	LOC592836	8337959	scaffold_4	7222
PL13485	25577398	chrom8	6674	LOC578211	11219750	scaffold_9	7859
PL13649	7814821	chrom8	6323	LOC105443864	4588395	scaffold_16	8364
PL14229	19728692	chrom8	6560	LOC373457	30047722	scaffold_16	8712
PL13712	24885165	chrom8	6656	LOC764560	12699369	scaffold_16	8478
PL14906	27589383	chrom8	6692	LOC105438737	33105711	scaffold_16	8746
PL13464	32509927	chrom8	6789	LOC105437458	22354793	scaffold_16	8621
PL13709	43995675	chrom8	6961	LOC578326	22311576	scaffold_16	8618
PL14469	5543194	chrom8	6303	LOC576588	12524255	scaffold_18	8877
PL15185	2896991	chrom8	6269	LOC592182	15462473	scaffold_12	9342
PL14541	8154075	chrom8	6325	LOC115926160	25755571	scaffold_19	9988
PL15264	17797929	chrom8	6532	LOC105446589	22730801	scaffold_19	9961
PL15174	41297899	chrom8	6923	LOC115926004	8050746	scaffold_19	9762
PL13330	33438673	chrom8	6812	LOC578628	28801986	scaffold_8	10661
PL15204	41300493	chrom8	6924	LOC115920337	18970444	scaffold_8	10477
PL19485	8480471	chrom9	7059	LOC100889038	1168576	scaffold_6	30
PL20516	9183995	chrom9	7063	LOC105437164	182826	scaffold_6	3
PL19631	25255071	chrom9	7271	LOC100890459	55135040	scaffold_6	1106
PL19440	11146501	chrom9	7084	LOC115921248	14962294	scaffold_1	1374
PL20523	26837451	chrom9	7292	LOC755068	213810	scaffold_1	1246
PL19460	34943794	chrom9	7380	LOC584796	12039564	scaffold_1	1364
PL19181	4612383	chrom9	7017	LOC115927659	26623747	scaffold_20	1804
PL19938	28604592	chrom9	7321	LOC115927597	13428929	scaffold_20	1714
PL20781	31717138	chrom9	7344	LOC100890992	7911838	scaffold_20	1672
PL19571	41186897	chrom9	7428	LOC105441905	39895992	scaffold_20	1870
