s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
LOC587808	27149850	scaffold_14	6229	L_var_17972	31683514	chr10	8691
LOC588335	27156271	scaffold_14	6230	L_var_17971	31677209	chr10	8690
LOC100890214	27180473	scaffold_14	6231	L_var_17970	31659001	chr10	8689
LOC754565	27186943	scaffold_14	6232	L_var_17969	31655098	chr10	8688
LOC589522	27367090	scaffold_14	6233	L_var_17846	28372566	chr10	8597
LOC100891507	27395561	scaffold_14	6234	L_var_17847	28416657	chr10	8598
LOC115923595	27416362	scaffold_14	6235	L_var_17849	28431118	chr10	8599
LOC575786	27461784	scaffold_14	6236	L_var_17850	28491085	chr10	8600
LOC580565	27479349	scaffold_14	6237	L_var_17854	28559965	chr10	8601
LOC580629	27521413	scaffold_14	6238	L_var_17855	28586654	chr10	8602
LOC100888117	27528287	scaffold_14	6239	L_var_17464	16871807	chr10	8334
LOC100888046	27568651	scaffold_14	6240	L_var_17463	16777523	chr10	8333
LOC580687	27709543	scaffold_14	6241	L_var_17460	16681040	chr10	8332
LOC576753	27745372	scaffold_14	6242	L_var_17459	16642170	chr10	8331
LOC586530	27765627	scaffold_14	6243	L_var_17457	16590118	chr10	8330
LOC100889891	28903005	scaffold_14	6244	L_var_17454	16516319	chr10	8328
LOC580900	28905746	scaffold_14	6245	L_var_17456	16547172	chr10	8329
LOC588739	28956555	scaffold_14	6246	L_var_17433	15974055	chr10	8326
LOC115923605	28997355	scaffold_14	6247	L_var_17430	15906015	chr10	8325
LOC594146	29029886	scaffold_14	6248	L_var_17429	15857638	chr10	8324
LOC755388	29107593	scaffold_14	6249	L_var_17426	15751994	chr10	8323
LOC100888888	29107719	scaffold_14	6250	L_var_17425	15751877	chr10	8322
LOC587464	29138800	scaffold_14	6251	L_var_17424	15721371	chr10	8321
LOC592365	29156069	scaffold_14	6252	L_var_17423	15710189	chr10	8320
LOC582434	29276043	scaffold_14	6253	L_var_17422	15657950	chr10	8319
LOC100888843	29279046	scaffold_14	6254	L_var_17421	15651333	chr10	8318
LOC582367	29326896	scaffold_14	6255	L_var_17420	15568979	chr10	8317
LOC582250	29340281	scaffold_14	6256	L_var_17416	15555389	chr10	8316
LOC586135	29385787	scaffold_14	6257	L_var_17414	15484710	chr10	8315
LOC586110	29396449	scaffold_14	6258	L_var_17413	15477953	chr10	8314
LOC578611	29398183	scaffold_14	6259	L_var_17412	15462006	chr10	8313
LOC757265	29433737	scaffold_14	6260	L_var_17172	8026588	chr10	8174
LOC587231	29435457	scaffold_14	6261	L_var_17407	15403462	chr10	8312
LOC591349	30749072	scaffold_14	6266	L_var_17615	21737260	chr10	8436
LOC591328	30772787	scaffold_14	6267	L_var_17614	21711648	chr10	8435
LOC574958	30813122	scaffold_14	6268	L_var_17613	21668562	chr10	8434
LOC574887	30820341	scaffold_14	6269	L_var_17611	21607854	chr10	8433
LOC579165	30999309	scaffold_14	6270	L_var_17606	21447070	chr10	8428
LOC575216	31044110	scaffold_14	6271	L_var_17603	21365062	chr10	8426
LOC578983	31101727	scaffold_14	6272	L_var_17602	21309592	chr10	8425
LOC578853	31113667	scaffold_14	6273	L_var_17601	21299955	chr10	8424
LOC584532	31329881	scaffold_14	6274	L_var_17599	21250102	chr10	8422
LOC584512	31332602	scaffold_14	6275	L_var_17598	21244073	chr10	8421
LOC100888501	31349505	scaffold_14	6276	L_var_17597	21222341	chr10	8420
LOC100888575	31361938	scaffold_14	6277	L_var_17596	21217951	chr10	8419
LOC115918604	31402528	scaffold_14	6279	L_var_17948	31169592	chr10	8670
LOC757095	31464722	scaffold_14	6280	L_var_17946	31101423	chr10	8668
LOC115923638	31481156	scaffold_14	6281	L_var_17945	31084478	chr10	8667
LOC115923639	31485317	scaffold_14	6282	L_var_17944	31075936	chr10	8666
LOC763490	31792373	scaffold_14	6283	L_var_17937	30799080	chr10	8662
LOC105445063	32021163	scaffold_14	6284	L_var_17927	30454117	chr10	8658
LOC105445093	32066407	scaffold_14	6285	L_var_17926	30443346	chr10	8657
LOC574650	32147232	scaffold_14	6286	L_var_17924	30383870	chr10	8656
LOC115918606	32154743	scaffold_14	6287	L_var_17923	30372604	chr10	8655
LOC587294	32166741	scaffold_14	6288	L_var_17922	30369013	chr10	8654
LOC115918046	32181759	scaffold_14	6289	L_var_17921	30349800	chr10	8653
LOC115923848	32235512	scaffold_14	6290	L_var_17511	18142052	chr10	8362
LOC115923644	32316490	scaffold_14	6291	L_var_17512	18227850	chr10	8363
LOC577365	32404635	scaffold_14	6292	L_var_17516	18336386	chr10	8364
LOC593002	32561653	scaffold_14	6293	L_var_17518	18499320	chr10	8365
LOC115923647	32635263	scaffold_14	6294	L_var_17522	18611994	chr10	8369
LOC100890793	32685166	scaffold_14	6295	L_var_17523	18671021	chr10	8370
LOC115923649	32765795	scaffold_14	6296	L_var_17528	18830789	chr10	8371
LOC587846	32805145	scaffold_14	6297	L_var_17529	18920261	chr10	8372
LOC115923654	33310675	scaffold_14	6298	L_var_17534	19199768	chr10	8374
LOC754319	33375938	scaffold_14	6299	L_var_17536	19222597	chr10	8376
LOC583013	33435804	scaffold_14	6300	L_var_17538	19288425	chr10	8377
LOC593658	33629880	scaffold_14	6301	L_var_17541	19397315	chr10	8380
LOC764662	34046450	scaffold_14	6302	L_var_17543	19510715	chr10	8382
LOC115923860	34059242	scaffold_14	6303	L_var_17544	19525516	chr10	8383
LOC577080	34223244	scaffold_14	6304	L_var_17546	19693581	chr10	8385
LOC580619	34315992	scaffold_14	6306	L_var_17550	19857900	chr10	8386
LOC115923662	34367671	scaffold_14	6307	L_var_17552	19912606	chr10	8388
LOC100893056	34370339	scaffold_14	6308	L_var_17553	19915803	chr10	8389
LOC115923663	34405668	scaffold_14	6309	L_var_17554	19968480	chr10	8390
LOC115923664	34407354	scaffold_14	6310	L_var_17555	19969961	chr10	8391
LOC580555	34465399	scaffold_14	6311	L_var_17556	20046819	chr10	8392
LOC580493	34469418	scaffold_14	6312	L_var_17557	20050379	chr10	8393
LOC582913	34702464	scaffold_14	6314	L_var_17562	20193456	chr10	8398
LOC590722	34709635	scaffold_14	6315	L_var_17563	20195686	chr10	8399
LOC581892	35491923	scaffold_14	6318	L_var_18070	34412632	chr10	8749
LOC100891885	35653607	scaffold_14	6319	L_var_18061	34287689	chr10	8744
LOC100890065	35887702	scaffold_14	6320	L_var_18058	34131111	chr10	8743
LOC589195	35934296	scaffold_14	6321	L_var_18052	33970878	chr10	8740
LOC756887	35939188	scaffold_14	6322	L_var_18051	33961977	chr10	8739
LOC105443164	35975805	scaffold_14	6323	L_var_18049	33905353	chr10	8737
LOC100892541	35994640	scaffold_14	6324	L_var_18047	33861711	chr10	8735
LOC115918609	36033633	scaffold_14	6325	L_var_17588	20957210	chr10	8412
LOC100892722	36095572	scaffold_14	6326	L_var_17590	20998082	chr10	8414
LOC755737	36225317	scaffold_14	6327	L_var_17593	21142371	chr10	8416
LOC588721	36237134	scaffold_14	6328	L_var_17594	21173489	chr10	8417
LOC586118	36242478	scaffold_14	6329	L_var_17595	21176186	chr10	8418
LOC586579	36272211	scaffold_14	6330	L_var_17949	31218514	chr10	8671
LOC584036	36303380	scaffold_14	6331	L_var_17950	31256223	chr10	8672
LOC584052	36305544	scaffold_14	6332	L_var_17951	31257431	chr10	8673
LOC100890147	36335364	scaffold_14	6333	L_var_17952	31269953	chr10	8674
LOC585553	36390071	scaffold_14	6334	L_var_17953	31308006	chr10	8675
LOC586618	36394992	scaffold_14	6335	L_var_17954	31310283	chr10	8676
LOC105443515	36420130	scaffold_14	6336	L_var_17955	31332431	chr10	8677
LOC592163	36421830	scaffold_14	6337	L_var_17956	31335892	chr10	8678
LOC373183	36450891	scaffold_14	6338	L_var_17957	31369211	chr10	8679
LOC756072	36480629	scaffold_14	6339	L_var_17958	31399186	chr10	8680
LOC588719	36490307	scaffold_14	6340	L_var_17961	31420320	chr10	8682
LOC100889675	36523978	scaffold_14	6341	L_var_17959	31408425	chr10	8681
LOC582363	36629819	scaffold_14	6342	L_var_17963	31435800	chr10	8683
LOC582329	36642177	scaffold_14	6343	L_var_17964	31456255	chr10	8684
LOC586242	36731323	scaffold_14	6344	L_var_17965	31513128	chr10	8685
LOC586281	36763862	scaffold_14	6345	L_var_17966	31540579	chr10	8686
LOC592346	36784638	scaffold_14	6346	L_var_17967	31561505	chr10	8687
LOC592289	36813868	scaffold_14	6347	L_var_17845	28341385	chr10	8596
LOC115923684	36864483	scaffold_14	6348	L_var_17843	28227795	chr10	8595
LOC105445116	36958038	scaffold_14	6349	L_var_17839	28106312	chr10	8594
LOC581391	37022959	scaffold_14	6350	L_var_17836	27998910	chr10	8593
LOC587424	37042742	scaffold_14	6351	L_var_17833	27967092	chr10	8592
LOC590051	37043778	scaffold_14	6352	L_var_17832	27965414	chr10	8591
LOC592189	37063907	scaffold_14	6353	L_var_17831	27937383	chr10	8590
LOC592202	37067204	scaffold_14	6354	L_var_17830	27933046	chr10	8589
LOC591104	37082712	scaffold_14	6355	L_var_17829	27905284	chr10	8588
LOC100894107	37082776	scaffold_14	6356	L_var_17828	27904943	chr10	8587
LOC583056	37127346	scaffold_14	6357	L_var_17827	27853600	chr10	8586
LOC577318	37131014	scaffold_14	6358	L_var_17826	27847378	chr10	8585
LOC115923872	37152949	scaffold_14	6359	L_var_17733	25181330	chr10	8519
LOC105445114	37156836	scaffold_14	6360	L_var_17732	25174086	chr10	8518
LOC100888821	37237779	scaffold_14	6361	L_var_17731	25151107	chr10	8517
ABCC1	37299940	scaffold_14	6362	L_var_18035	33534093	chr10	8727
LOC577402	37309095	scaffold_14	6363	L_var_18034	33530721	chr10	8726
LOC100889812	37313567	scaffold_14	6364	L_var_18033	33524980	chr10	8725
LOC115923686	37325930	scaffold_14	6365	L_var_18032	33514080	chr10	8724
LOC577205	37368018	scaffold_14	6366	L_var_18029	33466137	chr10	8723
LOC586403	37370743	scaffold_14	6367	L_var_18028	33460699	chr10	8722
LOC100892160	37412102	scaffold_14	6368	L_var_18027	33425508	chr10	8721
LOC100891656	37419209	scaffold_14	6369	L_var_18025	33386706	chr10	8720
LOC588807	37470867	scaffold_14	6370	L_var_18024	33317340	chr10	8719
LOC752989	37505725	scaffold_14	6371	L_var_18023	33287190	chr10	8718
LOC588846	37529141	scaffold_14	6372	L_var_18017	33210448	chr10	8717
LOC593690	37551283	scaffold_14	6373	L_var_18016	33168602	chr10	8716
LOC100892019	37572666	scaffold_14	6374	L_var_18015	33150576	chr10	8715
LOC585805	37585086	scaffold_14	6375	L_var_18014	33143135	chr10	8714
LOC585817	37647439	scaffold_14	6376	L_var_18013	33064544	chr10	8713
LOC585774	37691746	scaffold_14	6377	L_var_18010	33019821	chr10	8712
LOC100890078	37733318	scaffold_14	6378	L_var_18009	32985956	chr10	8711
LOC100892061	6753903	scaffold_14	5870	L_var_19569	8290884	chr12	9520
LOC100893587	8603970	scaffold_14	5928	L_var_19790	15113647	chr12	9657
LOC105445996	8615254	scaffold_14	5929	L_var_19791	15133430	chr12	9658
LOC105446123	29686385	scaffold_14	6264	L_var_19774	14330414	chr12	9642
LOC105442188	34583076	scaffold_14	6313	L_var_23261	17515066	chr15	11455
LOC105446125	29452056	scaffold_14	6262	L_var_23810	2985905	chr16	11757
LOC115923863	34279590	scaffold_14	6305	L_var_23862	4601034	chr16	11792
LOC115923703	3048821	scaffold_14	5787	L_var_25473	23128489	chr17	12609
LOC582169	769795	scaffold_13	6392	L_var_01589	56033057	chr1	814
LOC115923023	16966083	scaffold_13	6605	L_var_01324	46188771	chr1	670
LOC756446	19953551	scaffold_13	6647	L_var_00016	919751	chr1	5
LOC105444003	25913913	scaffold_13	6727	L_var_02358	79614579	chr1	1202
LOC105442855	31362193	scaffold_13	6779	L_var_02571	87471255	chr1	1355
LOC582073	32027676	scaffold_13	6782	L_var_01293	44629758	chr1	659
LOC115923136	32835973	scaffold_13	6794	L_var_01362	48471562	chr1	676
LOC105445827	33769696	scaffold_13	6798	L_var_00014	735881	chr1	4
LOC576222	8493925	scaffold_13	6500	L_var_03121	9044061	chr2	1667
LOC105438802	11220964	scaffold_13	6526	L_var_05425	79100621	chr2	2891
LOC105437974	13158045	scaffold_13	6554	L_var_04694	60624189	chr2	2399
LOC115923270	29666987	scaffold_13	6751	L_var_04070	38074866	chr2	2096
LOC100890721	8853649	scaffold_13	6504	L_var_07799	75767039	chr3	4476
LOC105446121	22702734	scaffold_13	6679	L_var_09519	53666313	chr4	5029
LOC105438314	2063628	scaffold_13	6409	L_var_14361	44741051	chr7	7236
LOC100891872	17722207	scaffold_13	6618	L_var_14471	3091931	chr8	7271
LOC100892233	23397813	scaffold_13	6692	L_var_16215	14572547	chr9	7799
LOC115923220	19605114	scaffold_13	6640	L_var_17930	30571950	chr10	8660
LOC100889978	24550325	scaffold_13	6706	L_var_17774	26610890	chr10	8548
LOC115923142	33813054	scaffold_13	6799	L_var_17935	30729955	chr10	8661
LOC105443096	10665965	scaffold_13	6517	L_var_19170	31268445	chr11	9316
LOC105439618	19976283	scaffold_13	6648	L_var_20553	4654488	chr13	10124
LOC115922982	9794584	scaffold_13	6512	L_var_22331	21187237	chr14	10940
LOC115923141	33815048	scaffold_13	6800	L_var_21633	1912524	chr14	10606
LOC100891077	32254995	scaffold_13	6783	L_var_23578	29366564	chr15	11601
LOC105444338	8210212	scaffold_13	6494	L_var_23751	1418751	chr16	11727
LOC115923239	23523864	scaffold_13	6693	L_var_24259	16494086	chr16	12039
LOC584236	25518017	scaffold_13	6718	L_var_24364	19971142	chr16	12093
LOC115923269	29513377	scaffold_13	6749	L_var_24459	22759816	chr16	12133
LOC100892823	122615	scaffold_13	6379	L_var_24933	6227620	chr17	12344
LOC100888538	153593	scaffold_13	6380	L_var_24905	5358890	chr17	12328
LOC591407	221999	scaffold_13	6381	L_var_24904	5338815	chr17	12327
LOC105440586	234986	scaffold_13	6382	L_var_24903	5291788	chr17	12326
LOC105440578	311135	scaffold_13	6383	L_var_24902	5285155	chr17	12325
LOC591310	318362	scaffold_13	6384	L_var_24900	5261716	chr17	12323
LOC755742	349251	scaffold_13	6385	L_var_24889	4956289	chr17	12320
LOC591243	372856	scaffold_13	6386	L_var_24890	4993187	chr17	12321
LOC105440584	389704	scaffold_13	6387	L_var_25429	21623547	chr17	12583
LOC105447180	462020	scaffold_13	6388	L_var_25722	30529225	chr17	12726
LOC105442083	634941	scaffold_13	6389	L_var_25030	9226356	chr17	12412
LOC100890316	658871	scaffold_13	6390	L_var_25022	8887276	chr17	12411
LOC586705	673595	scaffold_13	6391	L_var_25021	8862502	chr17	12410
LOC588308	810651	scaffold_13	6393	L_var_25358	19228620	chr17	12552
LOC590700	810960	scaffold_13	6394	L_var_24928	6125241	chr17	12340
LOC115923349	824127	scaffold_13	6395	L_var_24929	6141719	chr17	12341
LOC574949	829264	scaffold_13	6396	L_var_24930	6158659	chr17	12342
LOC756594	846116	scaffold_13	6397	L_var_24931	6173546	chr17	12343
LOC752367	917772	scaffold_13	6398	L_var_25090	11214885	chr17	12439
LOC583520	992209	scaffold_13	6399	L_var_25705	30079984	chr17	12714
LOC590309	1289597	scaffold_13	6400	L_var_25701	29946736	chr17	12712
LOC115922931	1297201	scaffold_13	6401	L_var_25700	29916099	chr17	12711
LOC100888624	1453033	scaffold_13	6402	L_var_25698	29689079	chr17	12710
LOC764790	1830164	scaffold_13	6403	L_var_25697	29650828	chr17	12709
LOC754150	1904982	scaffold_13	6404	L_var_25696	29601266	chr17	12708
LOC581911	1926363	scaffold_13	6405	L_var_25692	29490192	chr17	12707
LOC100890395	1999354	scaffold_13	6406	L_var_25688	29463444	chr17	12706
LOC105438315	2043031	scaffold_13	6407	L_var_25687	29433403	chr17	12705
LOC756318	2044081	scaffold_13	6408	L_var_25686	29422255	chr17	12704
LOC100889120	2069227	scaffold_13	6410	L_var_25685	29414945	chr17	12703
LOC752077	2100280	scaffold_13	6411	L_var_25684	29386783	chr17	12702
LOC115918552	2129349	scaffold_13	6412	L_var_25682	29366264	chr17	12701
LOC588154	2230797	scaffold_13	6413	L_var_25680	29282070	chr17	12700
LOC100891159	2272642	scaffold_13	6414	L_var_25677	29170756	chr17	12699
LOC100890939	2290697	scaffold_13	6415	L_var_25675	29150810	chr17	12698
LOC115923358	2324744	scaffold_13	6416	L_var_25703	30053592	chr17	12713
LOC100891671	2392819	scaffold_13	6417	L_var_25674	29090235	chr17	12697
LOC100891736	2495237	scaffold_13	6418	L_var_25101	11705975	chr17	12445
LOC100891812	2534050	scaffold_13	6419	L_var_24994	7978868	chr17	12387
LOC100891881	2555067	scaffold_13	6420	L_var_24995	8009095	chr17	12388
LOC105439057	2620393	scaffold_13	6421	L_var_24996	8032614	chr17	12389
LOC100891205	2636155	scaffold_13	6422	L_var_24997	8078390	chr17	12390
LOC579258	2741545	scaffold_13	6423	L_var_25641	27637201	chr17	12682
LOC763111	2807608	scaffold_13	6424	L_var_25642	27683802	chr17	12683
LOC577967	2963522	scaffold_13	6425	L_var_25646	27899892	chr17	12684
LOC582692	2986664	scaffold_13	6426	L_var_24943	6634073	chr17	12349
LOC582721	2998326	scaffold_13	6427	L_var_24942	6620590	chr17	12348
LOC576903	3138643	scaffold_13	6428	L_var_24941	6461309	chr17	12347
LOC115923360	3305065	scaffold_13	6429	L_var_24936	6401907	chr17	12345
LOC585375	3346076	scaffold_13	6430	L_var_24906	5395824	chr17	12329
LOC585332	3376729	scaffold_13	6431	L_var_24907	5434309	chr17	12330
LOC585357	3377205	scaffold_13	6432	L_var_24908	5436630	chr17	12331
LOC594425	3411889	scaffold_13	6433	L_var_24911	5487847	chr17	12333
LOC582071	3523979	scaffold_13	6434	L_var_24978	7533912	chr17	12373
LOC594470	3542960	scaffold_13	6435	L_var_24979	7563279	chr17	12374
LOC105446419	3575200	scaffold_13	6436	L_var_24980	7612572	chr17	12375
LOC581063	3676070	scaffold_13	6437	L_var_24981	7649066	chr17	12376
LOC580996	3744917	scaffold_13	6438	L_var_24983	7712995	chr17	12377
LOC763313	3791639	scaffold_13	6439	L_var_24984	7733904	chr17	12378
LOC579858	3844912	scaffold_13	6440	L_var_24999	8153391	chr17	12392
LOC589845	3900527	scaffold_13	6441	L_var_24998	8125483	chr17	12391
LOC100890058	4007181	scaffold_13	6442	L_var_25637	27505267	chr17	12680
LOC752406	4074749	scaffold_13	6443	L_var_25635	27404004	chr17	12678
LOC588760	4074981	scaffold_13	6444	L_var_25634	27403813	chr17	12677
LOC100890646	4116806	scaffold_13	6445	L_var_25633	27356537	chr17	12676
LOC115922948	4123692	scaffold_13	6446	L_var_25632	27339412	chr17	12675
LOC100890496	4145440	scaffold_13	6447	L_var_25631	27283189	chr17	12674
LOC589137	4147338	scaffold_13	6448	L_var_25629	27253552	chr17	12673
LOC754270	4218814	scaffold_13	6449	L_var_25627	27143284	chr17	12672
LOC591814	4223524	scaffold_13	6450	L_var_25624	27103553	chr17	12670
LOC754118	4317401	scaffold_13	6451	L_var_25623	26994495	chr17	12669
LOC582631	4375076	scaffold_13	6452	L_var_25617	26817152	chr17	12668
LOC756550	4542634	scaffold_13	6453	L_var_25615	26675729	chr17	12667
LOC115923366	4831993	scaffold_13	6454	L_var_25600	26299282	chr17	12665
LOC100890949	5079602	scaffold_13	6455	L_var_25593	26159161	chr17	12664
LOC100890871	5089435	scaffold_13	6456	L_var_25592	26129507	chr17	12663
LOC590723	5107344	scaffold_13	6457	L_var_25590	26065221	chr17	12662
LOC590740	5150686	scaffold_13	6458	L_var_25588	26027577	chr17	12661
LOC589900	5155607	scaffold_13	6459	L_var_25587	25968334	chr17	12660
LOC594692	5194977	scaffold_13	6460	L_var_25586	25941281	chr17	12659
LOC100893093	5219289	scaffold_13	6461	L_var_25583	25905904	chr17	12658
LOC594559	5250413	scaffold_13	6462	L_var_25582	25880327	chr17	12657
LOC579431	5260515	scaffold_13	6463	L_var_25581	25874064	chr17	12656
LOC100888636	5382336	scaffold_13	6464	L_var_25574	25694547	chr17	12655
LOC115922957	5393318	scaffold_13	6465	L_var_25573	25683083	chr17	12654
LOC584048	5807165	scaffold_13	6466	L_var_25191	14431730	chr17	12499
LOC592857	5972432	scaffold_13	6467	L_var_25188	14337648	chr17	12498
LOC574667	5972760	scaffold_13	6468	L_var_25187	14337163	chr17	12497
LOC105441767	5984803	scaffold_13	6469	L_var_24767	851586	chr17	12254
LOC763165	6004571	scaffold_13	6470	L_var_24769	883930	chr17	12255
LOC593119	6014032	scaffold_13	6471	L_var_25168	13787167	chr17	12487
LOC593102	6044260	scaffold_13	6472	L_var_25169	13819155	chr17	12488
LOC588109	6045086	scaffold_13	6473	L_var_25002	8239764	chr17	12394
LOC100891039	6091425	scaffold_13	6474	L_var_24859	4048045	chr17	12297
LOC105438995	6185196	scaffold_13	6475	L_var_24861	4108937	chr17	12298
LOC105438996	6235258	scaffold_13	6476	L_var_25079	10977174	chr17	12433
LOC754912	6273297	scaffold_13	6477	L_var_25081	11030362	chr17	12434
LOC581193	6329805	scaffold_13	6478	L_var_25082	11087922	chr17	12435
LOC100891870	6550172	scaffold_13	6479	L_var_25668	28758851	chr17	12695
LOC581243	6889916	scaffold_13	6480	L_var_25667	28709546	chr17	12694
LOC105447555	6976234	scaffold_13	6481	L_var_25666	28664240	chr17	12693
LOC100888146	6983374	scaffold_13	6482	L_var_25665	28632410	chr17	12692
LOC105447550	7096946	scaffold_13	6483	L_var_25656	28430030	chr17	12690
LOC592747	7121901	scaffold_13	6484	L_var_25654	28357410	chr17	12689
LOC753410	7243419	scaffold_13	6485	L_var_25651	28071028	chr17	12687
LOC574545	7432903	scaffold_13	6486	L_var_25652	28276570	chr17	12688
LOC100893732	7439232	scaffold_13	6487	L_var_25052	9932451	chr17	12417
LOC105444845	7455998	scaffold_13	6488	L_var_25050	9903972	chr17	12416
LOC578188	7836240	scaffold_13	6489	L_var_25203	15008801	chr17	12501
LOC576799	7856276	scaffold_13	6490	L_var_25204	15093163	chr17	12502
LOC754893	7963240	scaffold_13	6491	L_var_25205	15165287	chr17	12503
LOC587463	8007395	scaffold_13	6492	L_var_25206	15212618	chr17	12504
LOC100891112	8101931	scaffold_13	6493	L_var_25208	15270150	chr17	12505
LOC105436423	8280932	scaffold_13	6495	L_var_25095	11367316	chr17	12441
LOC576722	8311806	scaffold_13	6496	L_var_25094	11337825	chr17	12440
LOC587746	8354799	scaffold_13	6497	L_var_25706	30097627	chr17	12715
LOC584566	8354966	scaffold_13	6498	L_var_25707	30120665	chr17	12716
LOC105440239	8403649	scaffold_13	6499	L_var_25708	30148324	chr17	12717
LOC115922968	8497916	scaffold_13	6501	L_var_25709	30161340	chr17	12718
LOC588527	8545550	scaffold_13	6502	L_var_25711	30235170	chr17	12720
LOC105442836	8697279	scaffold_13	6503	L_var_25721	30512283	chr17	12725
LOC115922977	9124457	scaffold_13	6505	L_var_25710	30225867	chr17	12719
LOC115922979	9191506	scaffold_13	6506	L_var_25713	30306479	chr17	12721
LOC575583	9195466	scaffold_13	6507	L_var_25718	30376246	chr17	12723
LOC585781	9248319	scaffold_13	6508	L_var_25719	30452076	chr17	12724
LOC115923170	9491002	scaffold_13	6509	L_var_25037	9379625	chr17	12413
LOC588560	9522789	scaffold_13	6510	L_var_24921	5937293	chr17	12336
LOC586305	9769062	scaffold_13	6511	L_var_25011	8537996	chr17	12401
LOC100888465	9843525	scaffold_13	6513	L_var_25012	8594667	chr17	12402
LOC105436473	10151468	scaffold_13	6514	L_var_24915	5720551	chr17	12335
LOC100889540	10178705	scaffold_13	6515	L_var_24914	5629815	chr17	12334
LOC115918556	10280512	scaffold_13	6516	L_var_25010	8512264	chr17	12400
LOC100891463	10772338	scaffold_13	6518	L_var_25014	8695981	chr17	12404
LOC581134	10788312	scaffold_13	6519	L_var_25015	8720056	chr17	12405
LOC580945	10788436	scaffold_13	6520	L_var_25016	8720086	chr17	12406
LOC100891860	10832598	scaffold_13	6521	L_var_25017	8767520	chr17	12407
LOC580840	10832936	scaffold_13	6522	L_var_25018	8771993	chr17	12408
LOC105441243	10875533	scaffold_13	6523	L_var_25020	8785453	chr17	12409
LOC754396	11162505	scaffold_13	6524	L_var_25048	9581939	chr17	12415
LOC100892034	11204295	scaffold_13	6525	L_var_25102	11754386	chr17	12446
LOC593068	11252584	scaffold_13	6527	L_var_25103	11770997	chr17	12447
LOC584046	11319468	scaffold_13	6528	L_var_25107	11842743	chr17	12448
LOC586036	11353800	scaffold_13	6529	L_var_25111	11881499	chr17	12449
LOC753960	11421561	scaffold_13	6530	L_var_25354	19099557	chr17	12551
LOC589596	11435313	scaffold_13	6531	L_var_25112	11959538	chr17	12450
LOC589569	11563474	scaffold_13	6532	L_var_25113	12023827	chr17	12451
LOC583308	11564232	scaffold_13	6533	L_var_25115	12040819	chr17	12452
LOC587327	11649268	scaffold_13	6534	L_var_24924	6010696	chr17	12338
LOC115922989	11833501	scaffold_13	6536	L_var_24948	6797390	chr17	12353
LOC592630	11856818	scaffold_13	6537	L_var_24922	5966980	chr17	12337
LOC105438793	12100048	scaffold_13	6538	L_var_25389	20095145	chr17	12562
LOC591372	12131156	scaffold_13	6539	L_var_25388	20063931	chr17	12561
LOC588497	12303148	scaffold_13	6540	L_var_25409	20824331	chr17	12568
LOC100892246	12312984	scaffold_13	6541	L_var_25410	20833219	chr17	12569
LOC115922992	12497377	scaffold_13	6542	L_var_25411	21024137	chr17	12570
LOC577118	12550267	scaffold_13	6543	L_var_25413	21074595	chr17	12571
LOC577178	12623165	scaffold_13	6544	L_var_25414	21142211	chr17	12572
LOC762680	12630142	scaffold_13	6545	L_var_25415	21148223	chr17	12573
LOC100893762	12665187	scaffold_13	6546	L_var_25416	21183072	chr17	12574
LOC591684	12717350	scaffold_13	6547	L_var_25417	21219577	chr17	12575
LOC586467	12831308	scaffold_13	6548	L_var_25418	21233632	chr17	12576
LOC577952	12848032	scaffold_13	6549	L_var_25420	21252453	chr17	12577
LOC754700	12858434	scaffold_13	6550	L_var_25421	21260156	chr17	12578
LOC115923000	12889658	scaffold_13	6551	L_var_25422	21283702	chr17	12579
LOC576560	12938572	scaffold_13	6552	L_var_25423	21326067	chr17	12580
LOC105444466	13034164	scaffold_13	6553	L_var_25425	21427521	chr17	12581
LOC115923191	13353463	scaffold_13	6555	L_var_24975	7452135	chr17	12371
LOC593594	13568265	scaffold_13	6556	L_var_24972	7395027	chr17	12369
LOC577898	13576808	scaffold_13	6557	L_var_24973	7400506	chr17	12370
LOC756169	13597439	scaffold_13	6558	L_var_24971	7374714	chr17	12368
LOC578046	13643855	scaffold_13	6559	L_var_24970	7333482	chr17	12367
LOC100893438	13772877	scaffold_13	6560	L_var_24969	7257963	chr17	12366
LOC582925	13772907	scaffold_13	6561	L_var_24968	7214624	chr17	12365
LOC105446199	13916207	scaffold_13	6562	L_var_24966	7148583	chr17	12364
LOC592686	14061423	scaffold_13	6563	L_var_25730	30966339	chr17	12731
LOC764214	14122858	scaffold_13	6564	L_var_25733	31023354	chr17	12732
LOC591798	14198540	scaffold_13	6565	L_var_25368	19457347	chr17	12555
LOC587688	14224332	scaffold_13	6566	L_var_25728	30924691	chr17	12730
LOC580466	14233370	scaffold_13	6567	L_var_25727	30787100	chr17	12729
LOC105443071	14281487	scaffold_13	6568	L_var_25726	30721507	chr17	12728
LOC105443015	14283481	scaffold_13	6569	L_var_25724	30693220	chr17	12727
LOC105444970	14719500	scaffold_13	6570	L_var_25443	22123196	chr17	12588
LOC105444980	14756770	scaffold_13	6571	L_var_25444	22125282	chr17	12589
LOC591618	14786116	scaffold_13	6572	L_var_25445	22183312	chr17	12590
LOC100891847	14828488	scaffold_13	6573	L_var_25447	22211994	chr17	12591
LOC105440644	14983692	scaffold_13	6574	L_var_25451	22381497	chr17	12593
